Продукт,Калорийность,Углеводы,Белки,Жиры
"Говядина сортовая, мякоть верхней части бедра, мясо с жиром убранным до уровня 1/8"", сырая",164 кКал,0 г,"22,18 г","7,68 г"
"Говядина сортовая, мякоть верхней части бедра, мясо с жиром убранным до уровня 1/8"", тушеная",225 кКал,0 г,"34,6 г","8,54 г"
"Говядина сортовая, мякоть верхней части бедра, постное мясо, жареная",158 кКал,0 г,"29,81 г","3,37 г"
"Говядина сортовая, мякоть верхней части бедра, постное мясо, жареная",177 кКал,0 г,"31,61 г","4,65 г"
"Говядина сортовая, мякоть верхней части бедра, постное мясо, сырая",129 кКал,0 г,"23,13 г","3,37 г"
"Говядина сортовая, мякоть верхней части бедра, тушеное мясо, тушеная",190 кКал,0 г,"36,12 г",4 г
"Говядина сортовая, мякоть верхней части плеча, стейк, мясо с жиром убранным до уровня 0"", обжаренная на гриле",176 кКал,0 г,"26,66 г","6,94 г"
"Говядина сортовая, мякоть верхней части плеча, стейк, мясо с жиром убранным до уровня 0"", сырая",140 кКал,0 г,"21,13 г","5,51 г"
"Говядина сортовая, мякоть нижней  внешней части бедра,стейк, мясо с жиром убранным до уровня0"", сырая",129 кКал,0 г,"22,15 г","3,83 г"
"Говядина сортовая, мякоть нижней внешней части бедра, стейк,мясо с жиром убранным до уровня0"", обжаренная на гриле",166 кКал,0 г,"28,01 г","5,17 г"
"Говядина сортовая, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", обжаренная",175 кКал,0 г,"28,08 г","6,06 г"
"Говядина сортовая, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", тушеная",217 кКал,0 г,"34,39 г","7,72 г"
"Говядина сортовая, мякоть нижней части бедра, постное мясо, обжаренная",169 кКал,0 г,"28,29 г","5,33 г"
"Говядина сортовая, мякоть нижней части бедра, постное мясо, тушеная",206 кКал,0 г,"34,93 г","6,3 г"
"Говядина сортовая, мякоть нижней части бедра, постоное мясо, сырая",128 кКал,0 г,"22,18 г","3,66 г"
"Говядина сортовая, мякоть шейной части, мясо с жиром убранным до уровня 0"", обжаренная",196 кКал,0 г,"27,3 г","8,76 г"
"Говядина сортовая, мякоть шейной части, постное мясо, обжаренная",172 кКал,0 г,"28,09 г","5,82 г"
"Говядина сортовая, мякоть шейной части, стейк, мясо с жиром убранным до уровня 0"", тушеная",177 кКал,0 г,"28,41 г","6,14 г"
"Говядина сортовая, мякоть шейной части, стейк, постное мясо, тушеная",169 кКал,0 г,"28,71 г","5,17 г"
"Говядина сортовая, огузок, мясо с жиром убранным до уровня 0"", сырая",145 кКал,0 г,"20,8 г","6,28 г"
"Говядина сортовая, огузок, мясо с жиром убранным до уровня 1/8"", обжаренная",210 кКал,0 г,"27,63 г","10,24 г"
"Говядина сортовая, огузок, мясо с жиром убранным до уровня 1/8"", сырая",178 кКал,0 г,"19,74 г","10,39 г"
"Говядина сортовая, огузок, постное мясо, обжаренная",149 кКал,0 г,"27,37 г","4,38 г"
"Говядина сортовая, огузок, постное мясо, сырая",122 кКал,0 г,"21,38 г","3,35 г"
"Говядина сортовая, оковалок,  мясо с жиром убранным до уровня 0"", жареная",206 кКал,0 г,"29,65 г","8,8 г"
"Говядина сортовая, оковалок,  мясо с жиром убранным до уровня 1/8"", жареная",230 кКал,0 г,"27,12 г","12,71 г"
"Говядина сортовая, оковалок,  мясо с жиром убранным до уровня 1/8"", сырая",189 кКал,0 г,"20,68 г","11,13 г"
"Говядина сортовая, оковалок,  постное мясо, жареная",177 кКал,0 г,"30,8 г","5,03 г"
"Говядина сортовая, плечевая мякоть, мясо с жиром убранным до уровня 0"" ,тушеная",283 кКал,0 г,"29,23 г","17,56 г"
"Говядина сортовая, плечевая мякоть, мясо с жиром убранным до уровня 1/8"" , сырая",239 кКал,0 г,"19,33 г","17,39 г"
"Говядина сортовая, плечевая мякоть, мясо с жиром убранным до уровня 1/8"" , тушеная",295 кКал,0 г,"30,05 г","18,5 г"
"Говядина сортовая, плечевая мякоть, постное мясо , сырая",125 кКал,0 г,"22,26 г","3,32 г"
"Говядина сортовая, плечевая мякоть, постное мясо , тушеная",205 кКал,0 г,"34,6 г","6,35 г"
"Говядина сортовая, плечевая мякоть, постное мясо,тушеная",195 кКал,0 г,"33,37 г","5,8 г"
"Говядина сортовая, плечевая мякоть, филе-миньон, мясо с жиром убранным до уровня 0"",  обжаренная на гриле",172 кКал,"0,33 г","26,45 г","6,43 г"
"Говядина сортовая, плечевая мякоть, филе-миньон, мясо с жиром убранным до уровня 0"", сырая",142 кКал,0 г,"20,93 г","5,79 г"
"Говядина сортовая, плоская часть грудинки, мясо с жиром убранным до уровня 1/8"", сырая",276 кКал,0 г,"17,77 г","22,21 г"
"Говядина сортовая, плоская часть грудинки, посное мясо, сырая",124 кКал,0 г,"21,45 г","3,61 г"
"Говядина сортовая, плоская часть грудинки, посное мясо, тушеная",189 кКал,0 г,"33,18 г","5,21 г"
"Говядина сортовая, плоская чатсь грудинки, мясо с жиром убранным до уровня 0"", тушеное",205 кКал,0 г,"33,59 г","6,77 г"
"Говядина сортовая, плоская чатсь грудинки, постное мясо, тушеное",198 кКал,0 г,"33,9 г","5,92 г"
"Говядина сортовая, разделанная, нарезаная кусками, мясо постное, приготовленная",188 кКал,0 г,"29,88 г","7,12 г"
"Говядина сортовая, разделанная, нарезаная кусками, мясо с жиром убранным до уровня 0"", приготовленная",203 кКал,0 г,"28,61 г","9,18 г"
"Говядина сортовая, разделанная, нарезаная кусками, мясо с жиром убранным до уровня1/8"", приготовленная",245 кКал,0 г,"26,06 г","15,09 г"
"Говядина сортовая, разделанная, нарезаная кусками, мясо с жиром убранным до уровня1/8"", сырая",193 кКал,0 г,"19,06 г","12,4 г"
"Говядина сортовая, ребера, толстый край (ребра 6-9),  мясо с жиром убранным до уровня 0"", обжаренная",331 кКал,0 г,"23,48 г","25,54 г"
"Говядина сортовая, ребера, толстый край (ребра 6-9),  постное мясо , обжаренная",220 кКал,0 г,"27,53 г","11,4 г"
"Говядина сортовая, ребера, тонкий край (ребра 10-12), мясо с жиром убранным до уровня 0"", жареная",285 кКал,0 г,"24,91 г","19,79 г"
"Говядина сортовая, ребера, тонкий край (ребра 10-12), постное мясо, жареная",188 кКал,0 г,"30,87 г","6,22 г"
"Говядина сортовая, ребера, тонкий край (ребра 10-12), постное мясо, жареная",198 кКал,0 г,"28,04 г","8,7 г"
"Говядина сортовая, ребера, тонкий край (ребра 10-12), постное мясо, сырая",134 кКал,0 г,"22,53 г","4,2 г"
"Говядина сортовая, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", жареная",315 кКал,0 г,"22,73 г","24,2 г"
"Говядина сортовая, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", обжаренная",330 кКал,0 г,"23,1 г","25,63 г"
"Говядина сортовая, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", сырая",288 кКал,0 г,"16,75 г","23,95 г"
"Говядина сортовая, ребра, толстый край (ребра 6-9), мясо с жиром убранным до уровня1/8"", жареная",324 кКал,0 г,"21,55 г","25,71 г"
"Говядина сортовая, ребра, толстый край (ребра 6-9), мясо с жиром убранным до уровня1/8"", обжаренная",333 кКал,0 г,"23,4 г","25,84 г"
"Говядина сортовая, ребра, толстый край (ребра 6-9), мясо с жиром убранным до уровня1/8"", сырая",295 кКал,0 г,"16,52 г","24,85 г"
"Говядина сортовая, ребра, тонкий край (ребра 10-12), мясо с жиром убранным до уровня1/8"", жареная",278 кКал,0 г,"27,17 г",18 г
"Говядина сортовая, ребра, тонкий край (ребра 10-12), мясо с жиром убранным до уровня1/8"", обжаренная",323 кКал,0 г,"22,76 г","25,02 г"
"Говядина сортовая, ребра, тонкий край (ребра 10-12), мясо с жиром убранным до уровня1/8"", сырая",246 кКал,0 г,"19,56 г",18 г
"Говядина сортовая, средняя часть кострца, стейк, мясо с жиром убранным до уровня 0"",  обжаренная на гриле",162 кКал,0 г,"26,61 г","5,32 г"
"Говядина сортовая, средняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", сырая",137 кКал,0 г,"20,98 г","5,21 г"
"Говядина сортовая, стейк из плечевой мякоти, постное мясо, жареная",159 кКал,0 г,"26,08 г","5,24 г"
"Говядина сортовая, стейк из плечевой мякоти, постное мясо, жаренная",157 кКал,0 г,"26,13 г","5,02 г"
"Говядина сортовая, стейк-портерхаус,  мясо с жиром убранным до уровня 0"", жареная",267 кКал,0 г,"24,47 г","17,98 г"
"Говядина сортовая, стейк-портерхаус,  мясо с жиром убранным до уровня 1/8"", жареная",263 кКал,0 г,"26,21 г","16,75 г"
"Говядина сортовая, стейк-портерхаус,  мясо с жиром убранным до уровня 1/8"", сырая",208 кКал,0 г,"20,69 г","13,27 г"
"Говядина сортовая, стейк-портерхаус,  постное мясо, жареная",194 кКал,0 г,"26,89 г","8,81 г"
"Говядина сортовая, цельное бедро, мясо с жиром убранным до уровня1/8"", жареная",218 кКал,0 г,"27,58 г","11,08 г"
"Говядина сортовая, цельное бедро, мясо с жиром убранным до уровня1/8"", сырая",184 кКал,0 г,"20,56 г","10,68 г"
"Говядина сортовая, часть спины с ребер, тонкий край (ребра 10-12),мясо с жиром убранным до уровня 0"",  жаренная",234 кКал,0 г,"27,95 г","12,71 г"
"Говядина сортовая, часть спины с ребер, тонкий край (ребра 10-12),мясо с жиром убранным до уровня 0"", жареная",182 кКал,0 г,"29,93 г","6,05 г"
"Говядина сортовая, щуп, мясо с жиром убранным до уровня 0"", обжаренная",162 кКал,0 г,"29,45 г","3,97 г"
"Говядина сортовая, щуп, мясо с жиром убранным до уровня 1/8"", обжаренная",204 кКал,0 г,"28,13 г","9,26 г"
"Говядина сортовая, щуп, мясо с жиром убранным до уровня 1/8"", сырая",160 кКал,"0,08 г","21,3 г","7,57 г"
"Говядина сортовая, щуп, постное мясо, обжаренная",163 кКал,0 г,"29,59 г","4,11 г"
"Говядина сортовая, щуп, постное мясо, обжаренная",157 кКал,0 г,"29,52 г","3,43 г"
"Говядина сортовая, щуп, постное мясо, сырая",119 кКал,0 г,"22,31 г","2,62 г"
"Говядина травяного откорма, постный бифштекс из короткого филе, сырой",117 кКал,0 г,"23,07 г","2,69 г"
"Говядина травяного откорма, фарш, сырой",198 кКал,0 г,"19,42 г","12,73 г"
"Говядина тушеная, консервы",220 кКал,"0,2 г","16,8 г",17 г
"Говядина тушеная, по 1-422",116 кКал,"3,3 г","13,6 г","5,4 г"
"Говядина, t-bone стейк, мясо с жиром убранным до уровня 0"", жареная",247 кКал,0 г,"24,18 г","15,93 г"
"Говядина, верхняя часть грудинки, мясо с жиром убранным до уровня 0"" ,тушеная",358 кКал,0 г,"23,53 г","28,5 г"
"Говядина, верхняя часть грудинки, мясо с жиром убранным до уровня 1/8"", сырая",267 кКал,"0,59 г","17,65 г","20,98 г"
"Говядина, верхняя часть грудинки, мясо с жиром убранным до уровня 1/8"", тушеная",349 кКал,0 г,"24,4 г","27,17 г"
"Говядина, верхняя часть грудинки, постоное мясо,тушеная",244 кКал,0 г,"28,05 г","13,8 г"
"Говядина, верхняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", обжаренная на гриле",168 кКал,0 г,"29,08 г","4,84 г"
"Говядина, верхняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", сырая",129 кКал,0 г,"21,69 г",4 г
"Говядина, внешняя мякоть пашины,  мясо с жиром убранным до уровня 0"", жареная на огне",255 кКал,0 г,"23,51 г","17,13 г"
"Говядина, внешняя мякоть пашины, постное мясо, жареное на огне",233 кКал,0 г,"24,18 г","14,37 г"
"Говядина, внутренняя мякоть пашины, мясо с жиром убранным до уровня 0"", жареная на огне",220 кКал,0 г,"26,13 г","12,05 г"
"Говядина, внутренняя мякоть пашины, постное мясо, жареное на огне",205 кКал,0 г,"26,66 г","10,06 г"
"Говядина, внутренняя часть лопатки (стейк Денвер), приготовленный на гриле",227 кКал,"0,21 г","26,18 г","13,54 г"
"Говядина, внутренняя часть лопатки (стейк Денвер), только мясо",170 кКал,"0,49 г","19,42 г","9,99 г"
"Говядина, внутренняя часть лопатки, только мясо, тушеная",219 кКал,0 г,"31,35 г","10,41 г"
"Говядина, внутренняя часть лопатки, тушеная",275 кКал,0 г,"28,23 г",18 г
"Говядина, вырезка",106 кКал,0 г,"20,2 г","2,8 г"
"Говядина, вырезка, мясо с жиром убранным до уровня 0"", жареная на огне",211 кКал,0 г,"30,5 г","8,91 г"
"Говядина, вырезка, мясо с жиром убранным до уровня 1/8"", жареная на огне",267 кКал,0 г,"26,46 г","17,12 г"
"Говядина, вырезка, мясо с жиром убранным до уровня 1/8"", обжаренная",324 кКал,0 г,"23,9 г","24,6 г"
"Говядина, вырезка, мясо с жиром убранным до уровня 1/8"", сырая",247 кКал,0 г,"19,61 г","18,16 г"
"Говядина, вырезка, постное мясо, жареная",200 кКал,0 г,"29,04 г","8,39 г"
"Говядина, вырезка, постное мясо, жареная на огне",198 кКал,0 г,"30,7 г","8,32 г"
"Говядина, вырезка, постное мясо, сырая",153 кКал,0 г,"22,12 г","6,52 г"
"Говядина, грудинка (мякоть)",233 кКал,0 г,"16,3 г","18,7 г"
"Говядина, грудинка целая",253 кКал,"0,56 г","18,42 г","19,06 г"
"Говядина, грудинка целая, мясо с жиром убранным до уровня 0"" ,тушеная",291 кКал,0 г,"26,79 г","19,52 г"
"Говядина, грудинка целая, только мясо",157 кКал,"0,6 г","20,72 г","7,37 г"
"Говядина, грудинка целая, только мясо ,тушеная",218 кКал,0 г,"29,75 г","10,08 г"
"Говядина, грудинка целая, тушеная",331 кКал,0 г,"25,85 г","24,5 г"
"Говядина, задняя часть лопаточного отруба",129 кКал,0 г,"19,63 г","5,02 г"
"Говядина, задняя часть лопаточного отруба, запеченная",173 кКал,0 г,"26,36 г","6,75 г"
"Говядина, задняя часть лопаточного отруба, запеченная",207 кКал,0 г,"25,7 г","10,84 г"
"Говядина, задняя часть лопаточного отруба, только мясо, запеченный",172 кКал,0 г,"26,82 г","6,34 г"
"Говядина, задняя часть лопаточного отруба, только мясо, тушеная",189 кКал,0 г,"29,34 г","7,04 г"
"Говядина, задняя часть лопаточного отруба,тушеная",182 кКал,0 г,"28,29 г","6,8 г"
"Говядина, запеченный хлеб из фарша, 70% постного мяса/ 30% жира",241 кКал,0 г,"23,87 г","15,37 г"
"Говядина, запеченный хлеб из фарша, 75% постного мяса/ 25% жира",254 кКал,0 г,"24,56 г","16,5 г"
"Говядина, запеченный хлеб из фарша, 80% постного мяса/ 20% жира",254 кКал,0 г,"25,25 г","16,17 г"
"Говядина, запеченный хлеб из фарша, 85% постного мяса/15% жира",240 кКал,0 г,"25,93 г","14,36 г"
"Говядина, запеченный хлеб из фарша, 90% постного мяса/10% жира",214 кКал,0 г,"26,62 г","11,1 г"
"Говядина, запеченный хлеб из фарша, 95% постного мяса/5% жира",174 кКал,0 г,"27,31 г","6,37 г"
"Говядина, короткий филей, мясо с жиром убранным до уровня 0"", жареная",223 кКал,0 г,"28,57 г","11,15 г"
"Говядина, короткий филей, мясо с жиром убранным до уровня 1/8"", жареная",264 кКал,0 г,"26,44 г","16,78 г"
"Говядина, короткий филей, мясо с жиром убранным до уровня 1/8"", сырая",228 кКал,0 г,"20,61 г","15,49 г"
"Говядина, короткий филей, постное мясо, жареная",189 кКал,0 г,"29,3 г","7,09 г"
"Говядина, короткий филей, постное мясо, жареная на огне",202 кКал,0 г,"29,53 г","8,41 г"
"Говядина, короткий филей, постное мясо, сырая",138 кКал,0 г,"22,93 г","5,15 г"
"Говядина, кострец, мясо с жиром убранным до уровня 0"", жареная",211 кКал,0 г,"26,05 г","11,07 г"
"Говядина, кострец, мясо с жиром убранным до уровня 0"", сырая",165 кКал,0 г,"20,64 г","8,55 г"
"Говядина, кострец, постное мясо, сырая",142 кКал,0 г,"21,26 г","5,63 г"
"Говядина, котлетное мясо",162 кКал,0 г,"17,8 г",10 г
"Говядина, котлеты из фарша, 70%  постного мяса/ 30% жира, жаренная на огне",277 кКал,0 г,"25,38 г","18,66 г"
"Говядина, котлеты из фарша, 70%  постного мяса/ 30% жира, жаренная на сковороде",238 кКал,0 г,"22,86 г","15,54 г"
"Говядина, котлеты из фарша, 75%  постного мяса/ 25% жира, жареная на огне",279 кКал,0 г,"25,56 г","18,87 г"
"Говядина, котлеты из фарша, 75% постного мяса/ 25% жира, жареная на сковороде",248 кКал,0 г,"23,45 г","16,44 г"
"Говядина, котлеты из фарша, 80%  постного мяса/ 20% жира, жареная на сковороде",246 кКал,0 г,"24,04 г","15,94 г"
"Говядина, котлеты из фарша, 80% постного мяса/ 20% жира, жареная на огне",270 кКал,0 г,"25,75 г","17,78 г"
"Говядина, котлеты из фарша, 85%  постного мяса/ 15% жира, жареная на огне",250 кКал,0 г,"25,93 г","15,41 г"
"Говядина, котлеты из фарша, 85%  постного мяса/ 15% жира, жареная на сковороде",232 кКал,0 г,"24,62 г","14,02 г"
"Говядина, котлеты из фарша, 90%  постного мяса/ 10% жира, жареная на огне",217 кКал,0 г,"26,11 г","11,75 г"
"Говядина, котлеты из фарша, 90%  постного мяса/ 10% жира, жареная на сковороде",204 кКал,0 г,"25,21 г","10,68 г"
"Говядина, котлеты из фарша, 95%  постного мяса/ 5% жира, жареная на огне",174 кКал,0 г,"26,29 г","6,8 г"
"Говядина, котлеты из фарша, 95%  постного мяса/ 5% жира, жареная на сковороде",164 кКал,0 г,"25,8 г","5,94 г"
"Говядина, лопатка полностью, только мясо, тушеная",253 кКал,0 г,"31,06 г","13,3 г"
"Говядина, лопатка полностью, тушеная",341 кКал,0 г,"26,78 г","25,12 г"
"Говядина, лопаточная мякоть, мясо с жиром убранным до уровня1/8"", сырая",248 кКал,0 г,"17,16 г","19,41 г"
"Говядина, лопаточная часть (заплечная)",111 кКал,0 г,"19,3 г","3,8 г"
"Говядина, лопаточная часть (плечевая)",110 кКал,0 г,"19,4 г","3,6 г"
"Говядина, мышца лопатки, стейк Медальон",144 кКал,0 г,"20,54 г","6,22 г"
"Говядина, мышца лопатки, стейк Медальон, приготовленный на гриле",177 кКал,0 г,"26,22 г","7,2 г"
"Говядина, мякоть верхней части бедра, постное мясо",135 кКал,0 г,"22,91 г","4,09 г"
"Говядина, мякоть верхней части бедра, постное мясо, жареная",185 кКал,0 г,"31,82 г","5,45 г"
"Говядина, мякоть верхней части бедра, постное мясо, жареная на огне",162 кКал,0 г,"30,09 г","3,77 г"
"Говядина, мякоть верхней части бедра, тушеная",209 кКал,0 г,"35,62 г","6,31 г"
"Говядина, мякоть верхней части плеча, стейк",141 кКал,0 г,"20,67 г","5,88 г"
"Говядина, мякоть верхней части плеча, стейк, обжаренная на гриле",182 кКал,"0,12 г","26,3 г","7,66 г"
"Говядина, мякоть нижней внешней части бедра, стейк, мясо с жиром убранным до уровня 0"", обжаренная на гриле",182 кКал,0 г,"27,52 г","7,1 г"
"Говядина, мякоть нижней внешней части бедра, стейк, мясо с жиром убранным до уровня 0"", сырая",142 кКал,0 г,"21,59 г","5,53 г"
"Говядина, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", обжаренное",187 кКал,0 г,"27,42 г","7,72 г"
"Говядина, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", тушеная",223 кКал,0 г,"33,56 г","8,86 г"
"Говядина, мякоть нижней части бедра, мясо с жиром убранным до уровня1/8"", обжаренная",218 кКал,0 г,"26,41 г","11,64 г"
"Говядина, мякоть нижней части бедра, мясо с жиром убранным до уровня1/8"", сырая",192 кКал,0 г,"20,7 г","11,54 г"
"Говядина, мякоть нижней части бедра, мясо с жиром убранным до уровня1/8"", тушеная",247 кКал,0 г,"32,76 г","11,87 г"
"Говядина, мякоть нижней части бедра, постное мясо",128 кКал,0 г,"22,19 г","4,31 г"
"Говядина, мякоть нижней части бедра, постное мясо, обжаренная",177 кКал,0 г,"27,76 г","6,48 г"
"Говядина, мякоть нижней части бедра, постное мясо, приготовленная",163 кКал,0 г,28 г,"5,72 г"
"Говядина, мякоть нижней части бедра, постное мясо, тушеная",214 кКал,0 г,34 г,"7,67 г"
"Говядина, мякоть нижней части бедра, постное мясо, тушеная",216 кКал,0 г,"34,34 г","7,73 г"
"Говядина, мясной микс из разных частей тушки и субпродукты, отделенные механически, сырая",276 кКал,0 г,"14,97 г","23,52 г"
"Говядина, нарезаная кусками, мясо постное, приготовленная",203 кКал,0 г,"29,9 г","8,37 г"
"Говядина, нарезаная кусками, мясо с жиром убранным до уровня1/8""",215 кКал,0 г,"20,01 г","14,42 г"
"Говядина, нарезаная кусками, мясо с жиром убранным до уровня1/8"", приготовленная",259 кКал,0 г,"26,11 г","16,59 г"
"Говядина, наружная часть лопатки, жареная",216 кКал,0 г,"25,73 г","11,73 г"
"Говядина, наружная часть лопатки, стейк",176 кКал,0 г,"18,99 г","10,52 г"
"Говядина, наружная часть лопатки, стейк, обжаренная на гриле",222 кКал,0 г,"24,93 г","12,79 г"
"Говядина, наружная часть лопатки, только мясо, жареная",203 кКал,0 г,"26,13 г","10,16 г"
"Говядина, обжаренный фарш, 75%  постного мяса/ 25% жира",277 кКал,0 г,"26,28 г","18,21 г"
"Говядина, огузок, мясо с жиром убранным до уровня 0"", обжаренная,",188 кКал,0 г,"26,79 г","8,21 г"
"Говядина, огузок, мясо с жиром убранным до уровня 0"", сырая",151 кКал,0 г,"20,48 г","7,01 г"
"Говядина, огузок, мясо с жиром убранным до уровня 1/8""",189 кКал,0 г,"19,6 г","11,67 г"
"Говядина, огузок, мясо с жиром убранным до уровня 1/8"", обжаренная",219 кКал,0 г,"27,45 г","11,34 г"
"Говядина, огузок, постное мясо",126 кКал,0 г,"21,07 г","3,95 г"
"Говядина, огузок, постное мясо, обжаренная",174 кКал,0 г,"27,53 г","6,2 г"
"Говядина, оковалок, мясо с жиром убранным до уровня 0"", жареная",212 кКал,0 г,"29,33 г","9,67 г"
"Говядина, оковалок, мясо с жиром убранным до уровня 1/8"", жареная на огне",243 кКал,0 г,"26,96 г","14,23 г"
"Говядина, оковалок, мясо с жиром убранным до уровня 1/8"", сырая",201 кКал,0 г,"20,3 г","12,71 г"
"Говядина, оковалок, постное мясо, жареная на огне",178 кКал,0 г,"29,42 г","5,84 г"
"Говядина, оковалок, постное мясо, жареная на огне",183 кКал,0 г,"30,55 г","5,79 г"
"Говядина, оковалок, постное мясо, сырая",131 кКал,0 г,"22,09 г","4,08 г"
"Говядина, остроконечная часть плеча (фальш-филе)",128 кКал,0 г,"21,13 г","4,79 г"
"Говядина, остроконечная часть плеча (фальш-филе), жареная на огне",160 кКал,0 г,"25,87 г","5,52 г"
"Говядина, остроконечная часть плеча (фальш-филе), только мясо",123 кКал,0 г,"21,3 г","4,17 г"
"Говядина, остроконечная часть плеча (фальш-филе), только мясо, жареная",159 кКал,0 г,"25,9 г","5,42 г"
"Говядина, остроконечная часть плеча (фальш-филе), только мясо, тушеная",190 кКал,0 г,"33,31 г","6,34 г"
"Говядина, остроконечная часть плеча (фальш-филе), тушеная",220 кКал,0 г,"32,07 г","10,18 г"
"Говядина, пашина",225 кКал,0 г,"18,9 г","16,6 г"
"Говядина, плечевая мякоть на кости",244 кКал,0 г,"19,23 г","17,98 г"
"Говядина, плечевая мякоть на кости, только мясо",132 кКал,0 г,"22,11 г","4,19 г"
"Говядина, плечевая мякоть на кости, только мясо, тушеная",214 кКал,0 г,"34,66 г","7,36 г"
"Говядина, плечевая мякоть на кости, тушеная",302 кКал,0 г,"30,12 г","19,22 г"
"Говядина, плечевая мякоть, мясо с жиром убранным до уровня 0"" ,тушеная",297 кКал,0 г,"28,94 г","19,17 г"
"Говядина, плоская часть грудинки,  мясо с жиром убранным до уровня 0"" ,тушеная",213 кКал,0 г,"32,9 г","8,01 г"
"Говядина, плоская часть грудинки, мясо с жиром убранным до уровня 1/8""",277 кКал,0 г,"17,94 г","22,18 г"
"Говядина, плоская часть грудинки, мясо с жиром убранным до уровня 1/8"", тушеная",289 кКал,0 г,"28,82 г","18,42 г"
"Говядина, плоская часть грудинки, постное мясо",127 кКал,0 г,"21,57 г","3,84 г"
"Говядина, плоская часть грудинки, постное мясо, тушеная",205 кКал,0 г,"33,26 г","6,99 г"
"Говядина, плоская часть грудинки, постное мясо, тушеная",196 кКал,0 г,"33,15 г",6 г
"Говядина, подлопаточная часть",196 кКал,0 г,"19,17 г","13,26 г"
"Говядина, подлопаточная часть",131 кКал,0 г,"17,5 г","6,5 г"
"Говядина, подлопаточная часть, только мясо",140 кКал,"0,31 г","21,13 г","6,07 г"
"Говядина, подлопаточная часть, только мясо, тушеная",216 кКал,0 г,"30,54 г","10,46 г"
"Говядина, подлопаточная часть, тушеная",291 кКал,0 г,"26,7 г","20,49 г"
"Говядина, покромка",196 кКал,0 г,"17,6 г",14 г
"Говядина, покромка",155 кКал,0 г,"21,22 г","7,17 г"
"Говядина, покромка, жаренная на огне",192 кКал,0 г,"27,66 г","8,23 г"
"Говядина, покромка, только мясо",141 кКал,0 г,"21,57 г","5,47 г"
"Говядина, покромка, только мясо, жареная на огне",186 кКал,0 г,"27,89 г","7,4 г"
"Говядина, поясничная часть (тонкий край)",110 кКал,0 г,20 г,"3,3 г"
"Говядина, поясничная часть, тонкий край (ребра 10-12)",254 кКал,0 г,"19,33 г","19,06 г"
"Говядина, поясничная часть, тонкий край (ребра 10-12), жареная на огне",291 кКал,0 г,"25,85 г","20,04 г"
"Говядина, поясничная часть, тонкий край (ребра 10-12), запеченная",341 кКал,0 г,"22,54 г","27,14 г"
"Говядина, поясничная часть, тонкий край (ребра 10-12), мясо с жиром убранным до уровня 0"", жареная",249 кКал,0 г,"27,27 г","14,74 г"
"Говядина, поясничная часть, тонкий край (ребра 10-12), только мясо",141 кКал,0 г,"22,33 г","5,04 г"
"Говядина, поясничная часть, тонкий край (ребра 10-12), только мясо, жареная на огне",195 кКал,0 г,"29,58 г","7,63 г"
"Говядина, разделанная, нарезаная кусками, мясо с жиром убранным до уровня 0"", приготовленная",230 кКал,0 г,"28,4 г","12,42 г"
"Говядина, ребера, тонкий край (ребра 10-12), постное мясо, жареная",193 кКал,0 г,"29,41 г","7,53 г"
"Говядина, реберный край грудинки (шорт рибс), без костей",235 кКал,0 г,"17,48 г","18,33 г"
"Говядина, реберный край грудинки (шорт рибс), без костей, только мясо",169 кКал,"0,05 г","19,68 г","10,02 г"
"Говядина, реберный край грудинки (шорт рибс), без костей, только мясо, тушеная",240 кКал,0 г,"28,82 г","13,8 г"
"Говядина, реберный край грудинки (шорт рибс), без костей, тушеная",305 кКал,0 г,"25,48 г","22,58 г"
"Говядина, солонина, стрипсы к завтраку, сырые или не разогретые",406 кКал,"0,7 г","12,5 г","38,8 г"
"Говядина, спинная и поясничная части, толстый и тонкий края (ребра 6-12)",306 кКал,0 г,"16,53 г","26,1 г"
"Говядина, спинная и поясничная части, толстый и тонкий края (ребра 6-12), жареная на огне",337 кКал,0 г,"22,42 г","26,75 г"
"Говядина, спинная и поясничная части, толстый и тонкий края (ребра 6-12), запеченная",351 кКал,0 г,"22,77 г","28,11 г"
"Говядина, спинная часть (толстый край)",108 кКал,0 г,"20,5 г","2,9 г"
"Говядина, спинная часть, толстый край (ребра 6-9)",316 кКал,0 г,"16,26 г","27,29 г"
"Говядина, спинная часть, толстый край (ребра 6-9),  только мясо , запеченная",238 кКал,0 г,"27,53 г","13,4 г"
"Говядина, спинная часть, толстый край (ребра 6-9), жареная на огне",338 кКал,0 г,"21,55 г","27,22 г"
"Говядина, спинная часть, толстый край (ребра 6-9), запеченная",355 кКал,0 г,"23,01 г","28,51 г"
"Говядина, средняя часть кострца, стейк, мясо с жиром убранным до уровня 0"",  обжаренная на гриле",177 кКал,0 г,"27,12 г","6,78 г"
