Продукт,Калорийность,Углеводы,Белки,Жиры
Печенье Моншер [Ашан],392 кКал,69 г,5 г,10 г
Печенье Мультизлаковое [Ашан],540 кКал,42 г,12 г,36 г
Печенье Наяда [Ашан],480 кКал,"59,1 г","4,9 г","10,1 г"
Печенье Нежность [Ашан],437 кКал,61 г,7 г,17 г
Печенье Овсяное [Ашан],430 кКал,"66,9 г","6,1 г","15,2 г"
Печенье Овсяное Злаковое [Ашан],420 кКал,63 г,"6,5 г",16 г
Печенье Овсяное Лимак на Фруктозе [Ашан],341 кКал,"54,5 г","9,2 г","9,6 г"
Печенье Овсяное Царская Коллекция [Ашан],443 кКал,"48,4 г","5,5 г","14,6 г"
Печенье Райское Наслаждение [Ашан],493 кКал,"51,7 г","6,6 г","32,6 г"
Печенье с Молоком и Кусочками Шоколада [Ашан],236 кКал,33 г,"3,5 г","9,5 г"
Печенье с Начинкой Малина [Ашан],178 кКал,27 г,"6,4 г","4,9 г"
Печенье с Плиткой Молочного Шоколада [Ашан],496 кКал,65 г,"6,8 г","22,8 г"
Печенье Сдобное Фитнес [Ашан],510 кКал,"52,8 г","7,6 г","29,5 г"
Печенье Секрет [Ашан],405 кКал,72 г,"6,5 г",10 г
Печенье Славянское [Ашан],420 кКал,83 г,"6,5 г",11 г
Печенье Сливочное [Ашан],449 кКал,"71,4 г","8,2 г","14,5 г"
Печенье Сливочное Petit Beurre [Ашан],454 кКал,"71,4 г","8,1 г","14,4 г"
Печенье Сливочное БИО [Ашан],454 кКал,75 г,8 г,13 г
Печенье Сметанное [Ашан],457 кКал,"55,6 г","6,9 г","23,3 г"
Печенье со Злаками [Ашан],311 кКал,"39,4 г","6,3 г",14 г
Печенье Сэндвич Bang-Bang [Ашан],500 кКал,61 г,6 г,26 г
Печенье Творожное [Ашан],420 кКал,61 г,"7,5 г",16 г
Печенье Творожное с Изюмом [Ашан],390 кКал,53 г,8 г,16 г
Печенье Топленое Молоко [Ашан],427 кКал,"68,7 г","7,4 г","13,6 г"
Печенье Ушки с Сахаром [Ашан],396 кКал,"59,4 г","7,6 г","14,3 г"
Печенье Фитнес [Ашан],510 кКал,"52,8 г","7,6 г","29,5 г"
Печенье Флорентийское [Ашан],561 кКал,49 г,11 г,35 г
Печенье Фракия [Ашан],460 кКал,"63,5 г","7,5 г","20,5 г"
Печенье Хрустяшка [Ашан],485 кКал,"51,3 г","4,3 г","18,3 г"
Печенье Царское [Ашан],468 кКал,66 г,6 г,16 г
Печенье Шутка [Ашан],404 кКал,"40,4 г","4,8 г","18,5 г"
Печенье Экстра [Ашан],480 кКал,52 г,6 г,27 г
Пилаф Говядина с Булгуром и Сладким Перцем [Ашан],165 кКал,"10,5 г","10,5 г",9 г
"Пирог ""Генриетта"" с Творогом [Ашан]",351 кКал,"40,4 г","8,4 г","17,3 г"
Пирог Венский [Ашан],189 кКал,"39,8 г","5,2 г","4,3 г"
Пирог Домашний с Капустой [Ашан],245 кКал,"31,7 г",6 г,"10,3 г"
Пирог Домашний с Творогом [Ашан],346 кКал,"45,8 г","10,4 г","13,4 г"
Пирог Дрожжевой Ватрушка [Ашан],266 кКал,39 г,"9,4 г","8,1 г"
Пирог Дрожжевой с Вишней [Ашан],292 кКал,"51,6 г","6,9 г","6,4 г"
Пирог Осетинский с Сыром [Ашан],182 кКал,23 г,11 г,15 г
Пирог Открытый Мясной с Грибами [Ашан],294 кКал,"59,7 г",6 г,"3,3 г"
Пирог Открытый с Курой и Грибами [Ашан],345 кКал,"67,7 г",7 г,"4,6 г"
Пирог Открытый Фруктовый [Ашан],257 кКал,"51,3 г","5,4 г","3,3 г"
Пирог с Вишней [Ашан],283 кКал,42 г,4 г,12 г
Пирог с Картофелем и Грибами [Ашан],257 кКал,37 г,"6,9 г",9 г
Пирог с Мясом [Ашан],287 кКал,"33,8 г",12 г,"11,6 г"
Пирог с Черникой [Ашан],218 кКал,32 г,7 г,7 г
Пирог с Яблоком [Ашан],245 кКал,"43,2 г","5,8 г","5,4 г"
Пирог Шагане [Ашан],420 кКал,"56,1 г","5,6 г","19,2 г"
Пирог Шарлотка [Ашан],283 кКал,42 г,4 г,12 г
Пирожки с Клубникой [Ашан],285 кКал,"49,7 г","6,9 г","6,4 г"
Пирожки с Черникой [Ашан],286 кКал,50 г,"6,9 г","6,4 г"
Пирожное Павлова [Ашан],390 кКал,85 г,12 г,33 г
Пирожок с Вишней [Ашан],252 кКал,46 г,8 г,4 г
Пирожок с Капустой [Ашан],177 кКал,31 г,5 г,5 г
Пирожок с Картофелем [Ашан],192 кКал,"30,2 г","4,8 г","8,8 г"
Пирожок с Мясом [Ашан],230 кКал,32 г,9 г,"7,5 г"
Пирожок с Творогом [Ашан],233 кКал,"34,4 г","12,7 г",5 г
Пирожок с Яйцом и Луком [Ашан],255 кКал,38 г,9 г,"7,5 г"
Пицца 4 Сыра [Ашан],267 кКал,22 г,11 г,15 г
Пицца Regina [Ашан],226 кКал,21 г,"9,6 г",11 г
Плетенка с Кунжутом [Ашан],263 кКал,"50,5 г","7,5 г","2,9 г"
Плетенка с Маком [Ашан],263 кКал,"50,5 г","7,5 г","2,9 г"
Плов Овощной [Ашан],271 кКал,"68,1 г","9,6 г","5,2 г"
Плов с Говядиной [Ашан],180 кКал,17 г,5 г,"7,5 г"
Плов с Курицей [Ашан],160 кКал,18 г,"5,5 г",7 г
Плов с Мясом Говядины [Ашан],175 кКал,"20,1 г","10,6 г","5,8 г"
Плов Тяхан Овощной [Ашан],155 кКал,"22,8 г",3 г,"5,8 г"
Плов Тяхан с Курицей [Ашан],144 кКал,"19,4 г","5,9 г","4,8 г"
Пломбир Ваниль Бурбон [Ашан],270 кКал,33 г,"3,5 г",13 г
Пломбир Ванильный [Ашан],230 кКал,20 г,3 г,15 г
Пломбир Ванильный в Вафельном Стаканчике [Ашан],210 кКал,23 г,"3,5 г","11,5 г"
Пломбир Вкус Клубника [Ашан],280 кКал,38 г,"3,5 г","12,5 г"
Пломбир с Клубничным Джемом [Ашан],210 кКал,25 г,"2,5 г",11 г
Пломбир со Вкусом Клубники [Ашан],210 кКал,"27,5 г","2,5 г","9,5 г"
Пломбир Шоколадный [Ашан],210 кКал,24 г,"3,5 г","11,5 г"
Пломбир Шоколадный в Вафельном Стаканчике [Ашан],210 кКал,24 г,"3,5 г","11,5 г"
Плотва Вяленая [Ашан],105 кКал,0 г,15 г,"4,5 г"
Плюшка Московская [Ашан],375 кКал,"63,4 г","9,1 г","10,4 г"
Плюшка с Джемом [Ашан],353 кКал,"63,8 г","6,9 г","7,8 г"
Подушечки Шоколадные [Ашан],457 кКал,69 г,"6,3 г","18,5 г"
Полба [Ашан],350 кКал,72 г,12 г,2 г
Полента [Ашан],380 кКал,78 г,"7,5 г",4 г
Полуфабрикат для Студня [Ашан],280 кКал,0 г,6 г,28 г
Помело Сушеный [Ашан],339 кКал,"82,2 г","0,8 г","0,4 г"
Помидор [Ашан],20 кКал,"4,2 г","0,6 г","0,2 г"
Пончик [Ашан],323 кКал,"39,2 г","6,3 г","15,7 г"
Пончик с Банановой Начинкой [Ашан],345 кКал,"46,1 г","7,9 г","14,3 г"
Пончик с Карамельной Начинкой [Ашан],291 кКал,"40,9 г","6,3 г","11,4 г"
Пончик с Лесной Ягодой [Ашан],340 кКал,45 г,8 г,15 г
Пончик с Черничной Начинкой [Ашан],374 кКал,"42,3 г","8,7 г","18,8 г"
Пончик с Шоколадом [Ашан],470 кКал,53 г,8 г,25 г
Пончик Сливочный Крем [Ашан],345 кКал,"45,9 г","7,9 г","14,2 г"
Пончики Берлинские [Ашан],207 кКал,"19,7 г","9,2 г","10,2 г"
Пончики в Сахарной Пудре [Ашан],343 кКал,"44,9 г","7,9 г","14,6 г"
Пончики Русские [Ашан],345 кКал,46 г,"7,9 г","14,3 г"
Пончики с Вареной Сгущенкой [Ашан],345 кКал,"45,9 г","7,9 г","14,2 г"
Пончики с Вишневым Джемом [Ашан],290 кКал,"55,8 г","6,7 г","6,2 г"
Пончики с Карамелью [Ашан],195 кКал,"16,4 г","8,5 г","10,6 г"
Пончики с Кондитерским Кремом [Ашан],252 кКал,"53,2 г","7,9 г",7 г
Пончики с Кремфил Карамель [Ашан],195 кКал,"16,4 г","8,5 г","10,6 г"
Пончики с Лесной Ягодой [Ашан],320 кКал,"46,5 г","6,9 г","12,3 г"
Пончики с Персиковой Начинкой [Ашан],374 кКал,"42,3 г","8,7 г","18,8 г"
Пончики с Черничной Начинкой [Ашан],345 кКал,"45,9 г","7,9 г","14,2 г"
Пончики с Шоколадной Начинкой [Ашан],267 кКал,"27,6 г","5,8 г","14,9 г"
Пончики с Шоколадом [Ашан],318 кКал,"42,6 г","7,1 г","12,9 г"
Пончики Сдобные с Вареной Сгущенкой [Ашан],290 кКал,47 г,"9,1 г","6,8 г"
Пончики Сдобные с Кремом [Ашан],290 кКал,47 г,"9,1 г","6,8 г"
Пончики со Сливочным Кремом [Ашан],345 кКал,"49,5 г","7,9 г","14,2 г"
Попкорн [Ашан],452 кКал,60 г,8 г,20 г
Пражское Пирожное [Ашан],394 кКал,"39,3 г","6,5 г","23,7 г"
Проростки Бобов Сои [Ашан],43 кКал,2 г,"4,3 г","2,1 г"
Проростки Семян Гречки [Ашан],296 кКал,56 г,"10,8 г","3,2 г"
Проростки Семян Нута [Ашан],110 кКал,20 г,7 г,1 г
Проростки Семян Овса [Ашан],221 кКал,"36,1 г","7,7 г","4,5 г"
Проростки Семян Подсолнечника [Ашан],64 кКал,"1,1 г","2,3 г","5,6 г"
Проростки Семян Пшеницы [Ашан],34 кКал,"6,7 г","1,4 г","0,2 г"
Проростки Фасоли Маш [Ашан],30 кКал,"0,4 г",3 г,"0,2 г"
Пряник К Чаю [Ашан],341 кКал,"73,3 г","4,8 г","4,5 г"
Пряник Шоколадный [Ашан],350 кКал,71 г,5 г,7 г
Пряники Днепровские [Ашан],364 кКал,74 г,"5,3 г","5,7 г"
Пряники Медовые [Ашан],348 кКал,71 г,5 г,"6,5 г"
Пряники Ночка [Ашан],378 кКал,76 г,"6,3 г",6 г
Пряники с Клюквенной Начинкой [Ашан],310 кКал,73 г,"3,5 г",1 г
Пшеничные Сухари [Ашан],385 кКал,72 г,11 г,"4,9 г"
Пшено [Ашан],342 кКал,"66,5 г","11,5 г","3,3 г"
Пюре Яблоко-Чернослив [Ашан],74 кКал,16 г,"0,7 г","0,6 г"
Равиоли с Мясной Начинкой и Итальянским Соусом [Ашан],84 кКал,"12,6 г","3,7 г","1,7 г"
Равиоли с Овощами [Ашан],85 кКал,14 г,"3,1 г","1,4 г"
Равиоли с Овощной Начинкой [Ашан],84 кКал,"10,8 г","2,7 г","2,7 г"
Рагу Свиное [Ашан],290 кКал,0 г,16 г,25 г
Рассольник с Говядиной [Ашан],64 кКал,3 г,3 г,"4,5 г"
Расстегай с Рисом и Яйцом [Ашан],277 кКал,47 г,"7,6 г",6 г
Рататуй [Ашан],35 кКал,"4,5 г","0,9 г","1,2 г"
Рахат Лукум с Миндалем [Ашан],380 кКал,84 г,1 г,4 г
Рахат-Лукум [Ашан],316 кКал,"79,4 г","0,8 г","0,7 г"
Рёбрышки Свиные в Шкуре [Ашан],280 кКал,0 г,8 г,27 г
Редис [Ашан],19 кКал,"3,4 г","1,2 г","0,1 г"
Репа [Ашан],30 кКал,"6,2 г","1,5 г","0,1 г"
Ржаной Багет с Чесноком [Ашан],300 кКал,"45,1 г","6,5 г",14 г
Риб Стейк из Говядины Премиум с Розмарином [Ашан],150 кКал,0 г,16 г,10 г
Ризони [Ашан],350 кКал,"70,5 г","12,5 г","1,2 г"
Рис Арборио [Ашан],340 кКал,75 г,"6,5 г",1 г
Рис Басмати [Ашан],340 кКал,75 г,"9,5 г","0,2 г"
Рис Бурый и Красный [Ашан],350 кКал,75 г,7 г,2 г
Рис Бурый и Красный [Ашан],217 кКал,"46,9 г","4,4 г","1,3 г"
Рис Девзира для Плова [Ашан],360 кКал,72 г,10 г,2 г
Рис Длиннозерный [Ашан],340 кКал,77 г,7 г,"0,4 г"
Рис Жасмин [Ашан],350 кКал,80 г,7 г,"0,5 г"
Рис Круглозерный [Ашан],330 кКал,75 г,"6,5 г","0,5 г"
Рис на Пару [Ашан],139 кКал,"19,8 г","1,9 г","5,8 г"
Рис Отварной [Ашан],139 кКал,"19,8 г","1,9 г","5,8 г"
Рис Пилав [Ашан],167 кКал,"26,3 г","2,6 г","5,6 г"
Рис Пропаренный [Ашан],218 кКал,"48,7 г",5 г,"0,3 г"
Рис Пропаренный [Ашан],218 кКал,"48,7 г",5 г,"0,3 г"
Рис Рубин [Ашан],340 кКал,69 г,"7,5 г",2 г
Рис с Курицей и Овощами [Ашан],148 кКал,14 г,5 г,8 г
Рис с Овощами [Ашан],143 кКал,"26,6 г","3,2 г","2,6 г"
Рисовая Каша на Сливках [Ашан],110 кКал,16 г,2 г,4 г
Рисовая Мука [Ашан],320 кКал,71 г,7 г,1 г
Рисовые Галеты с Молочным Шоколадом БИО [Ашан],497 кКал,63 г,"7,8 г",23 г
Рисовые Хлебцы [Ашан],379 кКал,"80,3 г","8,8 г","1,9 г"
Рисовые Хлебцы в Темном Шоколаде БИО [Ашан],509 кКал,"62,1 г","7,4 г","24,2 г"
Рисовые Хлебцы с Кунжутом БИО [Ашан],381 кКал,"77,5 г","8,4 г","3,4 г"
Рисовые Хлопья с Какао [Ашан],379 кКал,85 г,5 г,"1,5 г"
Рогалик Зерновой [Ашан],245 кКал,"47,2 г","8,9 г","2,7 г"
Рогалик с Банановым Кремом [Ашан],306 кКал,"52,2 г",6 г,"7,2 г"
Рожки [Ашан],340 кКал,71 г,11 г,"1,5 г"
Розан с Джемом [Ашан],423 кКал,68 г,"6,8 г","21,2 г"
Розан с Кремом [Ашан],362 кКал,"55,3 г","4,5 г","13,6 г"
Розан с Кремом и Персиком [Ашан],387 кКал,"53,4 г","5,9 г","16,6 г"
Розан с Малиной и Ванильным Кремом [Ашан],314 кКал,"31,1 г","4,1 г","15,8 г"
Ролл с Ветчиной и Сыром [Ашан],126 кКал,"3,6 г","5,3 г",10 г
Ролл с Курицей [Ашан],160 кКал,25 г,8 г,3 г
Ролл с Лососем [Ашан],362 кКал,57 г,"10,5 г","3,5 г"
Ролл Филадельфия [Ашан],114 кКал,"1,3 г","9,3 г","7,9 г"
Ролл Цезарь [Ашан],362 кКал,57 г,"10,5 г","3,5 г"
Ромовая Баба [Ашан],346 кКал,"60,8 г","5,4 г","9,4 г"
Ромштекс Говяжий [Ашан],123 кКал,0 г,19 г,5 г
Ромштекс из Говядины [Ашан],123 кКал,0 г,19 г,5 г
Ромштекс из Говядины Фермерский [Ашан],150 кКал,0 г,16 г,10 г
Ромштекс из Телятины [Ашан],90 кКал,0 г,18 г,2 г
Ростбиф из Мраморной Говядины [Ашан],180 кКал,0 г,18 г,12 г
Роше Кокосовое [Ашан],315 кКал,"38,4 г","26,6 г","0,4 г"
"Рулет ""Славянский"" из Свинины ""Фермерской"" [Ашан]",310 кКал,0 г,29 г,10 г
Рулет Венский Фруктовый [Ашан],270 кКал,15 г,4 г,"5,5 г"
Рулет из Кеты [Ашан],195 кКал,0 г,24 г,11 г
Рулет из Лаваша с Курицей [Ашан],173 кКал,"13,5 г","16,6 г","5,9 г"
Рулет из Лаваша с Курицей и Сыром [Ашан],276 кКал,40 г,25 г,16 г
Рулет из Лаваша с Рыбой [Ашан],384 кКал,"13,9 г","14,5 г",30 г
Рулет из Лаваша с Семгой [Ашан],170 кКал,"16,3 г",10 г,"7,3 г"
Рулет из Форели г/К [Ашан],165 кКал,0 г,21 г,9 г
Рулет Кальмара г/К [Ашан],110 кКал,0 г,18 г,"4,2 г"
Рулет Кеты г/К Филе [Ашан],195 кКал,0 г,24 г,11 г
Рулет Крабовый [Ашан],186 кКал,13 г,7 г,"11,5 г"
Рулет Куриный [Ашан],230 кКал,"0,2 г",16 г,18 г
Рулет Куриный в Маринаде [Ашан],141 кКал,"6,8 г","14,6 г","6,2 г"
Рулет Куриный Оригинальный [Ашан],298 кКал,0 г,15 г,26 г
Рулет Маковый [Ашан],263 кКал,"50,5 г","7,5 г","2,9 г"
Рулет Мясной [Ашан],190 кКал,2 г,14 г,13 г
Рулет по-Кавказски [Ашан],200 кКал,6 г,8 г,16 г
Рулет с Красной Рыбой [Ашан],167 кКал,"6,8 г","19,4 г","13,8 г"
Рулет с Маковой Начинкой [Ашан],362 кКал,"45,6 г","6,3 г",22 г
Рулет с Повидлом и Изюмом [Ашан],401 кКал,"56,3 г","5,7 г","16,8 г"
Рулет Сазана [Ашан],196 кКал,0 г,25 г,15 г
Рулет Самарский [Ашан],138 кКал,0 г,12 г,10 г
Рулет Сдобный с Маком [Ашан],363 кКал,"56,9 г","9,9 г",10 г
Рулет со Сливочным Кремом [Ашан],274 кКал,"44,1 г","5,1 г","8,4 г"
Рулет Сулугуни с Чесноком и Перцем [Ашан],320 кКал,10 г,25 г,20 г
Рулет Фруктовый Весовой [Ашан],443 кКал,48 г,"5,2 г","25,4 г"
Рулет Шоколадный с Маком [Ашан],200 кКал,"17,5 г","6,7 г","8,5 г"
Рулетик Вишня [Ашан],248 кКал,"33,6 г","7,6 г","9,2 г"
Рулетик Мак Ваниль [Ашан],334 кКал,"58,2 г","7,6 г","7,9 г"
Рулетик с Вишней [Ашан],326 кКал,54 г,"5,2 г",10 г
Рулетик с Корицей [Ашан],370 кКал,"48,5 г","9,9 г","12,3 г"
Рулетик с Лимоном [Ашан],326 кКал,54 г,"5,2 г",10 г
Рулетик с Творогом [Ашан],345 кКал,"35,8 г",8 г,"18,5 г"
Рулетик со Шпинатом и Сыром [Ашан],248 кКал,"33,6 г","7,6 г","9,2 г"
Рулетики Ветчинные с Сыром [Ашан],244 кКал,4 г,"18,6 г","16,6 г"
Рулетики из Ветчины [Ашан],279 кКал,"3,1 г",11 г,"24,8 г"
Рулетики с Абрикосом [Ашан],340 кКал,42 г,4 г,"17,4 г"
Рулетики с Маком [Ашан],345 кКал,"35,8 г",8 г,"18,5 г"
Рулетики с Яблоком и Корицей [Ашан],336 кКал,"35,8 г","8,6 г","17,2 г"
Рыба Жареная Порционная [Ашан],153 кКал,"2,3 г","16,8 г","8,6 г"
Рыба Запечённая [Ашан],146 кКал,"4,6 г","19,2 г","5,7 г"
Рыба Минтай Жареная [Ашан],105 кКал,"7,4 г","16,7 г",1 г
Рыба Паровая [Ашан],244 кКал,"10,7 г","8,8 г","2,3 г"
Рыба Паровая с Рисом и Овощами [Ашан],116 кКал,"13,3 г","7,3 г","3,7 г"
Рыба под Маринадом [Ашан],103 кКал,"10,5 г",16 г,5 г
Рыбное Филе в Панировке [Ашан],156 кКал,20 г,"14,5 г",2 г
Рыбное Филе Жареное [Ашан],156 кКал,20 г,"14,5 г",2 г
Ряженка [Ашан],58 кКал,"4,2 г","3,1 г","3,2 г"
Ряпушка г/К [Ашан],127 кКал,0 г,16 г,7 г
Ряпушка Горячего Копчения [Ашан],147 кКал,0 г,21 г,7 г
Ряпушка Холодного Копчения [Ашан],190 кКал,0 г,25 г,10 г
Салат [Ашан],25 кКал,"4,7 г","1,3 г","0,1 г"
Салат Ананас/Апельсин [Ашан],43 кКал,"9,7 г","0,7 г","0,2 г"
Салат Ананас/Манго [Ашан],50 кКал,"11,6 г","0,5 г","0,2 г"
Салат Баклажаны Жаренные [Ашан],115 кКал,"10,6 г","3,4 г","6,5 г"
Салат Бар [Ашан],19 кКал,"3,5 г","0,9 г","0,1 г"
Салат Боярский [Ашан],226 кКал,"4,8 г","6,5 г","20,1 г"
Салат Весенний [Ашан],161 кКал,"9,2 г","1,1 г","3,2 г"
Салат Витаминный [Ашан],100 кКал,9 г,"1,5 г","7,5 г"
Салат Гнездо Глухаря [Ашан],193 кКал,"5,2 г","9,1 г","15,1 г"
Салат Греческий [Ашан],208 кКал,"2,7 г","4,2 г","20,1 г"
Салат Грибная Поляна [Ашан],201 кКал,"9,2 г","8,3 г","14,6 г"
Салат Гурман [Ашан],150 кКал,"5,3 г","5,2 г",12 г
Салат Дачный [Ашан],95 кКал,"10,6 г","1,9 г",5 г
Салат Детокс [Ашан],26 кКал,"3,4 г","2,3 г","0,4 г"
Салат Дольки Фруктов [Ашан],44 кКал,"10,3 г","0,5 г","0,1 г"
Салат Загадка [Ашан],192 кКал,"2,2 г","11,7 г","15,2 г"
Салат Зелёный [Ашан],25 кКал,"4,8 г",1 г,"0,2 г"
Салат из Индейки с Яйцом [Ашан],253 кКал,"20,3 г","11,6 г",14 г
Салат из Капусты с Огурцом [Ашан],107 кКал,"3,8 г","1,4 г","9,5 г"
Салат из Киноа [Ашан],335 кКал,"20,5 г",5 г,26 г
Салат из Огурцов и Курицы [Ашан],108 кКал,"0,8 г","11,8 г","4,5 г"
Салат из Пророщенной Сои [Ашан],226 кКал,14 г,14 г,13 г
Салат из Свежей Капусты [Ашан],73 кКал,"5,2 г","1,6 г","5,1 г"
Салат из Спаржи [Ашан],75 кКал,"9,4 г","0,6 г","3,6 г"
Салат Изумрудный [Ашан],189 кКал,"3,3 г","10,3 г",15 г
Салат Итальянский [Ашан],76 кКал,"12,4 г","26,8 г","37,2 г"
Салат Кальмаровый [Ашан],184 кКал,"7,7 г","12,8 г","11,1 г"
Салат Кальмары Бастрама [Ашан],105 кКал,"3,2 г","6,8 г","7,2 г"
Салат Капуста Провансаль [Ашан],161 кКал,"9,2 г","3,2 г","12,3 г"
Салат Капуста с Огурцом [Ашан],90 кКал,"4,5 г","1,6 г","7,3 г"
Салат Киви/Манго [Ашан],57 кКал,"12,8 г","0,8 г","0,3 г"
Салат Крабовый [Ашан],253 кКал,"1,6 г","5,5 г",25 г
Салат Куриный с Ананасами [Ашан],180 кКал,"8,5 г","11,8 г","10,9 г"
Салат Курица с Сыром и Огурцом [Ашан],165 кКал,6 г,"12,8 г","9,9 г"
Салат Лагуна [Ашан],152 кКал,"0,5 г","12,1 г","11,3 г"
Салат Лёгкий [Ашан],53 кКал,"5,8 г","1,9 г","1,7 г"
Салат Микс [Ашан],26 кКал,"3,1 г","1,6 г","0,2 г"
Салат Микс с Морковью [Ашан],26 кКал,5 г,"1,2 г","0,1 г"
Салат Мимоза [Ашан],251 кКал,"15,1 г","8,1 г","17,6 г"
Салат Морковь со Спаржей [Ашан],120 кКал,"5,2 г",6 г,"7,5 г"
Салат Морская Капуста [Ашан],82 кКал,"5,3 г","1,3 г",9 г
Салат Обжорка [Ашан],240 кКал,6 г,"6,1 г","9,4 г"
Салат Овощной [Ашан],45 кКал,"16,3 г","0,1 г","0,6 г"
Салат Пальчики Оближешь [Ашан],192 кКал,"6,8 г","10,2 г","13,8 г"
Салат Пикантный [Ашан],158 кКал,"9,6 г","5,3 г","10,7 г"
Салат Праздничный 3 [Ашан],64 кКал,"11,2 г",1 г,"1,6 г"
Салат с Креветками [Ашан],54 кКал,"5,6 г","4,3 г","1,6 г"
Салат с Огурцом [Ашан],18 кКал,"3,1 г",0 г,"0,2 г"
Салат с Редисом [Ашан],34 кКал,"6,6 г","1,6 г",0 г
Салат с Тунцом [Ашан],155 кКал,"6,2 г","8,5 г","10,7 г"
Салат Свежесть [Ашан],116 кКал,"4,2 г","1,4 г",10 г
Салат Сельдь под Шубой [Ашан],134 кКал,"6,9 г","6,4 г","9,2 г"
Салат Спаржа Маринованная [Ашан],99 кКал,"7,1 г","0,8 г","7,5 г"
Салат Спаржа по-Корейски [Ашан],90 кКал,"5,5 г","1,6 г",7 г
Салат Средиземноморский [Ашан],98 кКал,"10,8 г","1,6 г","5,3 г"
Салат Табуле [Ашан],146 кКал,"16,8 г","2,9 г","7,4 г"
Салат Тиан [Ашан],199 кКал,5 г,"7,3 г","5,7 г"
Салат Тропический [Ашан],54 кКал,12 г,"0,7 г","0,3 г"
Салат Фреш с Индейкой [Ашан],98 кКал,"4,8 г","9,3 г","4,5 г"
Салат Фруктовый [Ашан],50 кКал,"11,5 г","0,6 г","0,2 г"
Салат Фунчеза [Ашан],95 кКал,10 г,"1,5 г",5 г
Салат Хе из Баклажанов [Ашан],115 кКал,"10,6 г","3,4 г","6,5 г"
Салат Цезарь с Курицей [Ашан],234 кКал,"13,9 г","14,5 г","13,4 г"
Салат Чутка [Ашан],64 кКал,"4,9 г","1,5 г","2,8 г"
Салат Шопский [Ашан],50 кКал,"3,2 г","2,5 г",3 г
Сало Белорусское [Ашан],859 кКал,0 г,1 г,95 г
Самаркандская Халва [Ашан],487 кКал,60 г,7 г,"27,7 г"
Самса с Мясом [Ашан],336 кКал,32 г,9 г,17 г
Сардельки Тамбовские [Ашан],310 кКал,0 г,10 г,30 г
Свекла Тертая с Сыром [Ашан],166 кКал,"8,6 г","2,8 г","13,4 г"
Светофор Фруктовый [Ашан],100 кКал,23 г,2 г,"0,1 г"
Свинина [Ашан],158 кКал,0 г,17 г,10 г
Свинина для Шашлыка [Ашан],270 кКал,0 г,12 г,25 г
Свинина Духовая [Ашан],172 кКал,0 г,16 г,12 г
Свинина Корейка [Ашан],301 кКал,0 г,17 г,25 г
Свинина на Ребрышках Фермерская [Ашан],280 кКал,0 г,8 г,27 г
Свиные Легкие [Ашан],85 кКал,0 г,"14,1 г","2,7 г"
Свити [Ашан],58 кКал,9 г,"0,7 г","0,2 г"
Сдоба Выборгская с Творогом [Ашан],255 кКал,50 г,7 г,"2,9 г"
Сдоба Медвежья Лапа [Ашан],384 кКал,"58,9 г",9 г,"12,7 г"
Сдоба Ромашка [Ашан],261 кКал,"43,6 г","8,1 г","6,5 г"
Сдоба с Джемом [Ашан],207 кКал,"19,7 г",9 г,"10,2 г"
Сдоба с Маковой Начинкой [Ашан],342 кКал,"57,7 г","8,4 г","8,5 г"
Сдоба с Сыром [Ашан],370 кКал,"48,5 г","9,9 г","12,3 г"
Сдоба с Яблоком [Ашан],354 кКал,"62,7 г","8,3 г",9 г
Сельдерей Корень [Ашан],32 кКал,"6,5 г","1,3 г","0,3 г"
Сельдь под Шубой [Ашан],229 кКал,"7,7 г","7,3 г","18,8 г"
Сельдь Сл/с Филе [Ашан],205 кКал,0 г,22 г,3 г
Сельдь Соленая [Ашан],217 кКал,0 г,"19,7 г","15,8 г"
Сельдь Холодного Копчения [Ашан],224 кКал,0 г,20 г,16 г
Семга [Ашан],166 кКал,0 г,19 г,10 г
Семга Ломтики Слабосоленая по-Норвежски [Ашан],188 кКал,0 г,19 г,"12,8 г"
Семга с Рисом и Овощами [Ашан],140 кКал,"14,5 г",6 г,"6,5 г"
Семга Слабосоленая [Ашан],166 кКал,0 г,"16,2 г","11,2 г"
Семга Филе-Кусок Слабосоленая [Ашан],188 кКал,0 г,19 г,"12,8 г"
Семга Филе-Кусок Холодного Копчения [Ашан],152 кКал,0 г,"19,8 г","8,1 г"
Семга Холодного Копчения [Ашан],152 кКал,0 г,"19,8 г","8,1 г"
Семена Тыквы Очищенные [Ашан],590 кКал,13 г,29 г,47 г
Семечка в Цветной Глазури [Ашан],560 кКал,50 г,8 г,36 г
Семечки Обжаренные [Ашан],490 кКал,16 г,15 г,41 г
Семечки Подсолнечные Очищенные [Ашан],601 кКал,"16,1 г",24 г,"47,3 г"
Семечки Тыквенные Очищенные [Ашан],605 кКал,11 г,30 г,49 г
Сендвич Гурман с Семгой [Ашан],137 кКал,48 г,22 г,16 г
Сендвич с Курицей [Ашан],438 кКал,49 г,"22,5 г","16,9 г"
Сендвич с Рыбой [Ашан],330 кКал,40 г,12 г,13 г
Сердце Куриное [Ашан],208 кКал,0 г,16 г,16 г
Сибас [Ашан],103 кКал,0 г,"18,2 г","3,3 г"
Сироп Малиновый [Ашан],340 кКал,85 г,0 г,0 г
Сироп Маракуйя [Ашан],316 кКал,79 г,"0,1 г",0 г
