Продукт,Калорийность,Углеводы,Белки,Жиры
Драники из Свеклы [Ашан],241 кКал,"25,6 г","4,8 г","13,3 г"
Драники Картофельные [Ашан],184 кКал,"19,9 г","2,6 г","10,4 г"
Дыня Тайская Сушеная [Ашан],341 кКал,82 г,7 г,10 г
Европейский Гарнир [Ашан],28 кКал,"3,2 г",2 г,"0,3 г"
Ежевика Замороженная [Ашан],64 кКал,"10,7 г","1,2 г","0,4 г"
Жареха [Ашан],154 кКал,"8,1 г","8,2 г","9,8 г"
Жаркое по-Домашнему [Ашан],154 кКал,"2,5 г",23 г,"4,5 г"
Жерех Х/К [Ашан],191 кКал,0 г,32 г,7 г
Жульен [Ашан],238 кКал,16 г,18 г,12 г
Жульен из Курицы [Ашан],276 кКал,"1,7 г",34 г,"5,9 г"
Жульен с Грибами и Курицей [Ашан],189 кКал,12 г,32 г,48 г
Заварной Хлеб с Солодом [Ашан],241 кКал,"50,4 г","7,2 г","0,8 г"
Заливное Рыбное [Ашан],149 кКал,0 г,20 г,8 г
Запеканка Творожная [Ашан],242 кКал,"15,5 г","17,1 г","12,2 г"
Запеканка Творожная с Ароматом Ванили [Ашан],190 кКал,14 г,13 г,9 г
Запеканка Творожная с Изюмом [Ашан],239 кКал,27 г,"13,9 г",8 г
Запеканка Творожная с Курагой [Ашан],236 кКал,"25,9 г","14,4 г",8 г
Запеканка Творожная Черника [Ашан],180 кКал,15 г,12 г,8 г
Запечённая Цветная Капуста [Ашан],115 кКал,"3,4 г","6,3 г","8,5 г"
Заправка для Салата Оливковая с Травами [Ашан],100 кКал,12 г,1 г,5 г
Заправка для Салата Цезарь [Ашан],270 кКал,12 г,2 г,24 г
Звездочки Глазированные [Ашан],391 кКал,90 г,"6,1 г","1,1 г"
Зеленая Спаржа Мини в Банке [Ашан],27 кКал,"3,1 г","2,1 г",0 г
Зерна Кунжута [Ашан],549 кКал,"6,1 г","21,2 г","45,1 г"
Зефир Ананасовый [Ашан],342 кКал,80 г,"5,3 г","0,2 г"
Зефир в Глазури [Ашан],370 кКал,71 г,2 г,9 г
Зефир Ванильный [Ашан],303 кКал,"82,9 г","0,9 г","0,1 г"
Зефир Глазированный [Ашан],395 кКал,"76,6 г","1,7 г","9,1 г"
Зефир Жизель с Начинкой [Ашан],261 кКал,"64,2 г","0,7 г",0 г
Зефир Клубничный [Ашан],342 кКал,80 г,"5,3 г","0,2 г"
Зефир Крем-Брюле [Ашан],303 кКал,"82,9 г","0,9 г","0,1 г"
Зефир Крем-Шоколад [Ашан],310 кКал,"81,3 г","0,8 г","0,1 г"
Зефир с Печеньем в Шоколаде [Ашан],350 кКал,"85,5 г",2 г,7 г
Зефир Яблочный [Ашан],298 кКал,"68,9 г","0,3 г","0,1 г"
Зефирные Палочки [Ашан],396 кКал,"68,6 г","2,7 г","12,4 г"
Злаковые Хлопья с Шоколадом и Ванилью [Ашан],397 кКал,77 г,"7,4 г","5,3 г"
Злаковый Батончик Crousty [Ашан],419 кКал,"64,9 г","7,7 г","13,3 г"
Золотые Завитки Слоеные с Корицей [Ашан],490 кКал,62 г,7 г,24 г
Зразы Куриные с Грибами [Ашан],230 кКал,"1,5 г",21 г,15 г
Зубатка [Ашан],126 кКал,0 г,"19,6 г","5,3 г"
Изделие Заварное с Сыром [Ашан],341 кКал,"23,1 г","9,6 г","24,1 г"
Изделие Хлебобулочное Чемпион [Ашан],298 кКал,"39,8 г",13 г,"9,7 г"
Изделия Булочные Сырные [Ашан],350 кКал,"85,9 г","0,3 г","0,8 г"
Изделия Х/Б Дачные [Ашан],288 кКал,"41,6 г","7,9 г","6,7 г"
Изысканный Багет [Ашан],257 кКал,"56,1 г","7,6 г",1 г
Изюм Желтый Крупный [Ашан],280 кКал,66 г,2 г,"0,5 г"
Изюм Желтый Мелкий [Ашан],226 кКал,"60,7 г","4,8 г","0,5 г"
Изюм Чёрный Мелкий [Ашан],290 кКал,70 г,"2,5 г","0,4 г"
Икра Баклажанная [Ашан],45 кКал,"7,6 г","1,5 г",1 г
Икра из Баклажанов [Ашан],70 кКал,8 г,0 г,4 г
Икра из Баклажанов по-Домашнему [Ашан],80 кКал,8 г,1 г,5 г
Икра из Кабачков [Ашан],90 кКал,7 г,0 г,7 г
Икра из Кабачков по-Домашнему [Ашан],41 кКал,7 г,1 г,1 г
Икра Минтая [Ашан],130 кКал,0 г,28 г,2 г
Икра Мойвы [Ашан],486 кКал,4 г,5 г,50 г
Икра Мойвы в Сырном Соусе [Ашан],364 кКал,"2,8 г","4,5 г","37,2 г"
Икра Мойвы Пробойная [Ашан],57 кКал,0 г,10 г,3 г
Икра Мойвы с Копченым Лососем в Соусе [Ашан],400 кКал,4 г,5 г,40 г
Икра Палтуса [Ашан],107 кКал,0 г,20 г,3 г
Икра Рыбная [Ашан],350 кКал,"3,5 г",7 г,34 г
Икра Рыбная Слабосолёная в Соусе с Кусочками Копчёной Горбуши [Ашан],350 кКал,"3,5 г",7 г,34 г
Икра Трески Весовая [Ашан],130 кКал,0 г,28 г,2 г
Имбирь в Сахаре [Ашан],296 кКал,"53,7 г","0,9 г","0,3 г"
Имбирь Маринованный [Ашан],30 кКал,3 г,"2,2 г",0 г
Императорская Смесь [Ашан],23 кКал,"5,7 г","1,9 г","0,3 г"
Индейка в Брусничном Соусе [Ашан],235 кКал,"10,5 г","16,7 г",14 г
Инжир [Ашан],49 кКал,"13,7 г","0,7 г","0,2 г"
Инжир Сушеный [Ашан],248 кКал,"55,3 г",4 г,"1,2 г"
Инжир Сушеный Отборный [Ашан],280 кКал,65 г,5 г,1 г
Испанская Смесь со Сливочным Соусом [Ашан],107 кКал,"13,8 г","3,9 г",4 г
Итальянская Смесь [Ашан],41 кКал,7 г,"2,7 г",0 г
"Йогурт 0,1% [Ашан]",37 кКал,"4,7 г","4,3 г","0,1 г"
Йогурт 0% [Ашан],38 кКал,"5,2 г","4,4 г","0,1 г"
Йогурт 0% на Прослойке из Клубники [Ашан],41 кКал,"5,5 г","4,4 г","0,1 г"
"Йогурт 2,7% [Ашан]",91 кКал,"13,7 г","3,1 г","2,7 г"
Йогурт Bifidus [Ашан],64 кКал,"4,3 г","3,8 г","3,5 г"
Йогурт Fruits [Ашан],38 кКал,"5,2 г","4,1 г","0,1 г"
Йогурт Nature [Ашан],45 кКал,"4,2 г",4 г,"1,4 г"
Йогурт Арома 0% [Ашан],37 кКал,"4,7 г","4,3 г","0,1 г"
Йогурт Бифидус [Ашан],64 кКал,"4,3 г","3,8 г","3,2 г"
Йогурт Ванильный [Ашан],111 кКал,"13,2 г","4,3 г","4,5 г"
"Йогурт Натуральный 1,4% [Ашан]",45 кКал,"4,2 г",4 г,"1,4 г"
Йогурт Натуральный 2% [Ашан],57 кКал,"6,2 г","3,5 г",2 г
Йогурт Обезжиренный [Ашан],37 кКал,"4,7 г","4,3 г","0,1 г"
Йогурт с Массовой Долей Жира 0% [Ашан],38 кКал,"5,2 г","4,4 г","0,1 г"
Йогурт со Вкусом Ванили [Ашан],97 кКал,"15,5 г","3,9 г","2,1 г"
Йогурт Черника [Ашан],83 кКал,13 г,"3,3 г",2 г
Йогурт Яблоко Банан [Ашан],83 кКал,13 г,"3,3 г",2 г
Кабачки [Ашан],27 кКал,"5,7 г","0,6 г","0,3 г"
Кабачки Гриль [Ашан],63 кКал,"2,6 г","2,6 г","4,8 г"
Кабачки по-Домашнему [Ашан],50 кКал,8 г,"0,5 г",2 г
Кабачки по-Тоскански [Ашан],65 кКал,9 г,1 г,3 г
Кабачки Фаршированные Курицей [Ашан],65 кКал,"4,3 г","6,1 г",3 г
Кабачок [Ашан],24 кКал,"4,6 г","0,6 г","0,3 г"
Кабачок Фаршированный [Ашан],212 кКал,35 г,12 г,3 г
Кавказский Сыр Мягкий [Ашан],238 кКал,"2,7 г",16 г,18 г
Кайзерка Пшеничная с Кунжутом [Ашан],221 кКал,"42,3 г","8,1 г","2,3 г"
Кайзерка с Сыром [Ашан],221 кКал,"42,3 г","8,1 г","2,1 г"
Какао [Ашан],273 кКал,"10,2 г","24,3 г",15 г
Какао Bio [Ашан],367 кКал,71 г,8 г,"3,5 г"
Какао Натуральный [Ашан],273 кКал,"10,2 г","24,3 г",15 г
Какао-Крупка Тёмный Шоколад со Стевией [Ашан],459 кКал,"33,1 г","5,6 г","33,8 г"
Кальмар г/К с Пряностями [Ашан],87 кКал,0 г,"20,7 г","0,6 г"
Кальмар г/К с Пряностями [Ашан],138 кКал,0 г,30 г,2 г
Кальмар Г/К Со Специями [Ашан],94 кКал,0 г,15 г,"3,8 г"
Кальмар Гк [Ашан],335 кКал,0 г,38 г,25 г
Кальмар Горячего Копчения [Ашан],110 кКал,2 г,21 г,2 г
Кальмар Горячего Копчения Рулет [Ашан],335 кКал,0 г,38 г,25 г
Кальмар Горячего Копчения с Пряностями [Ашан],138 кКал,0 г,30 г,2 г
Кальмар Командорский В Сметане 15% [Ашан],81 кКал,4 г,"9,6 г",3 г
Кальмар Командорский Кольца [Ашан],88 кКал,1 г,"18,2 г","1,3 г"
Кальмар Копченый [Ашан],138 кКал,0 г,30 г,2 г
Кальмар Натуральный [Ашан],106 кКал,2 г,20 г,2 г
Кальмар по Шанхайски [Ашан],210 кКал,0 г,45 г,2 г
Кальмар Полоски с/с [Ашан],266 кКал,0 г,62 г,2 г
Кальмар С Пряностями [Ашан],138 кКал,0 г,30 г,2 г
Кальмар со Вкусом Краба [Ашан],210 кКал,3 г,46 г,2 г
Кальмар Стружка [Ашан],266 кКал,0 г,62 г,2 г
Кальмар Сушеный [Ашан],240 кКал,36 г,23 г,1 г
Кальмар Филе Кусок [Ашан],124 кКал,2 г,20 г,4 г
Кальмары Сушеные [Ашан],191 кКал,2 г,45 г,"0,3 г"
Камамбер [Ашан],305 кКал,"0,5 г",19 г,"23,6 г"
Камамбер Де Фамиль Фитнес [Ашан],205 кКал,0 г,24 г,12 г
Камбала [Ашан],83 кКал,0 г,"16,5 г","1,8 г"
Камбала Вяленая [Ашан],130 кКал,0 г,28 г,2 г
Каннеллони [Ашан],324 кКал,67 г,12 г,1 г
Канталупа [Ашан],338 кКал,81 г,"0,2 г","1,4 г"
Каперсы [Ашан],23 кКал,"1,1 г",2 г,"0,4 г"
Капкейк [Ашан],364 кКал,"45,9 г","4,7 г","18,1 г"
Капуста Брокколи Вес [Ашан],33 кКал,"1,8 г","4,4 г","0,9 г"
Капуста Квашеная [Ашан],19 кКал,3 г,"1,8 г",0 г
Капуста Кольраби [Ашан],44 кКал,"7,9 г","2,8 г","0,1 г"
Капуста Маринованная по-Корейски [Ашан],90 кКал,"6,4 г","1,4 г","6,5 г"
Капуста с Клюквой [Ашан],107 кКал,"8,1 г","1,4 г","7,7 г"
Капуста Тушёная [Ашан],94 кКал,"10,7 г","2,5 г","4,6 г"
Капуста Тушёная [Ашан],56 кКал,7 г,"2,2 г","2,2 г"
Капуста Тушёная с Грибами [Ашан],95 кКал,"5,5 г",3 г,"6,7 г"
Капучино в Капсулах [Ашан],469 кКал,"56,4 г",19 г,"18,4 г"
Карамельный Соус [Ашан],321 кКал,"80,3 г",0 г,0 г
Карп [Ашан],112 кКал,0 г,16 г,"5,3 г"
Карри Курица с Кускусом [Ашан],193 кКал,10 г,9 г,13 г
Картофель [Ашан],77 кКал,"16,3 г",2 г,"0,4 г"
Картофель Дольки [Ашан],160 кКал,15 г,2 г,10 г
Картофель Жареный с Грибами [Ашан],170 кКал,42 г,"4,7 г",12 г
Картофель Запеченый в Сыре [Ашан],170 кКал,42 г,"4,7 г",12 г
Картофель Молодой Запечённый [Ашан],246 кКал,"0,5 г","2,4 г","26,1 г"
Картофель Отварной [Ашан],82 кКал,"16,7 г",2 г,"0,4 г"
Картофель Печеный [Ашан],112 кКал,36 г,"4,7 г","0,2 г"
Картофель по-Французски [Ашан],198 кКал,23 г,12 г,"0,3 г"
Картофель с Сыром [Ашан],141 кКал,"10,9 г","3,7 г","9,2 г"
Картофель Фри [Ашан],221 кКал,38 г,"4,5 г","5,7 г"
Картофельное Пюре [Ашан],97 кКал,"14,2 г","2,5 г","3,4 г"
Картофельное Пюре с Сыром и Зеленью [Ашан],140 кКал,"15,9 г","6,1 г","5,8 г"
Картофельные Дольки в Кожуре [Ашан],110 кКал,65 г,8 г,"41,7 г"
Каша Гурьевская [Ашан],120 кКал,20 г,2 г,3 г
Каша Манная Гурьевская [Ашан],98 кКал,"12,9 г","2,8 г","3,8 г"
Каша Овсяная [Ашан],329 кКал,"63,5 г","8,9 г","4,4 г"
Каша Овсяная Молочная [Ашан],138 кКал,"14,9 г","5,1 г","6,5 г"
Каша Овсяная на Молоке [Ашан],80 кКал,"7,4 г","1,7 г","4,8 г"
Каша Овсяная с Бананом [Ашан],91 кКал,"17,7 г","3,4 г","0,7 г"
Каша Овсяная с Клубникой [Ашан],351 кКал,"65,6 г","10,3 г","5,3 г"
Каша Овсяная с Малиной [Ашан],351 кКал,"67,1 г","9,7 г","4,9 г"
Каша Овсяная с Черникой [Ашан],353 кКал,67 г,10 г,5 г
Каша Овсяная со Сливками [Ашан],100 кКал,"16,1 г","3,9 г","2,2 г"
Каша Перловая с Грибами [Ашан],129 кКал,"19,9 г",4 г,"4,3 г"
Каша Пшенная Молочная [Ашан],102 кКал,"12,7 г","2,2 г","4,6 г"
Каша Пшенная с Тыквой [Ашан],92 кКал,"16,5 г","2,9 г","1,6 г"
Каша Пшенная Тыква [Ашан],95 кКал,15 г,2 г,3 г
Каша Рисовая Молочная [Ашан],84 кКал,"10,5 г","1,1 г","4,1 г"
Каша Рисовая с Папайей [Ашан],340 кКал,77 г,7 г,"0,5 г"
Каша Рисовая со Сливками [Ашан],117 кКал,"14,1 г","3,5 г","5,2 г"
Каша Сытная [Ашан],347 кКал,"59,2 г","12,1 г","15,5 г"
Каштановый Крем [Ашан],251 кКал,"59,2 г","1,1 г","0,7 г"
Квас Живого Брожения [Ашан],30 кКал,6 г,2 г,0 г
Кедровые Орехи [Ашан],670 кКал,19 г,12 г,61 г
Кедровый Орех Очищенный [Ашан],603 кКал,"19,3 г","11,6 г",61 г
Кекс Голландский [Ашан],397 кКал,"40,4 г","4,7 г","18,6 г"
Кекс Дива [Ашан],425 кКал,"47,8 г","5,3 г","23,6 г"
Кекс Мадлен [Ашан],323 кКал,43 г,"4,3 г","15,2 г"
Кекс Медовый Весовой [Ашан],345 кКал,"46,8 г","4,5 г","15,2 г"
Кекс Мраморный [Ашан],480 кКал,"46,2 г","4,8 г","29,1 г"
Кекс с Вишней [Ашан],332 кКал,"41,6 г","4,6 г","16,6 г"
Кекс с Маком [Ашан],360 кКал,40 г,"4,9 г","31,4 г"
Кекс с Маком Весовой [Ашан],330 кКал,40 г,"5,1 г","16,7 г"
Кекс с Персиками [Ашан],364 кКал,"45,9 г","4,7 г","18,1 г"
Кекс с Чёрной Смородиной [Ашан],444 кКал,"47,7 г","5,2 г","25,7 г"
Кекс с Яблоками [Ашан],458 кКал,"47,1 г","5,3 г","25,5 г"
Кекс Столичный [Ашан],323 кКал,43 г,"4,3 г","15,2 г"
Кекс Творожный [Ашан],319 кКал,"45,4 г","5,2 г",13 г
Кекс Шоколадный [Ашан],340 кКал,69 г,"8,3 г","3,1 г"
Кета г/К [Ашан],134 кКал,0 г,20 г,6 г
Кетчуп [Ашан],113 кКал,"25,2 г","1,5 г","0,1 г"
Кетчуп Шашлычный [Ашан],85 кКал,"20,3 г","1,4 г",0 г
Кефир 1% [Ашан],37 кКал,4 г,"3,1 г",1 г
"Кефир 3,2% [Ашан]",57 кКал,4 г,"3,1 г","3,2 г"
Кешью [Ашан],630 кКал,13 г,25 г,53 г
Кешью Жареный [Ашан],609 кКал,23 г,19 г,49 г
Кешью Жареный со Специями [Ашан],586 кКал,"37,5 г","8,7 г","45,4 г"
Кешью Сушеный [Ашан],600 кКал,23 г,19 г,49 г
Кешью Эконом [Ашан],600 кКал,"22,5 г","18,5 г","48,5 г"
Киви [Ашан],48 кКал,"10,3 г",1 г,"0,6 г"
Киви Сушеный [Ашан],275 кКал,"24,6 г","1,1 г","0,5 г"
Кимчи [Ашан],16 кКал,2 г,"1,2 г","0,2 г"
Киноа [Ашан],380 кКал,65 г,14 г,7 г
Киноа с Чечевицей и Помидорами [Ашан],157 кКал,"19,9 г","6,9 г","4,1 г"
Китайская Смесь [Ашан],23 кКал,"5,6 г","1,9 г","0,3 г"
Киш с Вишней [Ашан],290 кКал,"35,5 г","5,5 г",14 г
Киш с Лососем [Ашан],226 кКал,"12,7 г",9 г,"15,5 г"
Киш с Мясом [Ашан],215 кКал,42 г,23 г,11 г
Кленовая Косичка [Ашан],314 кКал,"31,1 г","4,1 г","15,8 г"
Кленовый Пекан [Ашан],410 кКал,33 г,"4,5 г",28 г
Кленовый Сироп [Ашан],220 кКал,55 г,0 г,0 г
Клубника Замороженная [Ашан],56 кКал,14 г,"0,9 г",0 г
Клубника Свежая [Ашан],30 кКал,7 г,"0,5 г","0,4 г"
Клубника Сушеная [Ашан],298 кКал,"61,1 г","3,1 г","1,8 г"
Клубничный Конфитюр [Ашан],247 кКал,"60,2 г","0,5 г","0,5 г"
Клубничный Соус [Ашан],121 кКал,"28,8 г","0,4 г","0,2 г"
Клюква Сушёная [Ашан],320 кКал,77 г,"0,1 г","1,5 г"
Коврижка Весовая [Ашан],490 кКал,16 г,21 г,38 г
Кокосовая Стружка [Ашан],693 кКал,14 г,13 г,65 г
Коктейль из Морепродуктов [Ашан],60 кКал,0 г,13 г,1 г
Коктейль из Орехов и Сухофруктов [Ашан],480 кКал,43 г,10 г,30 г
Колбаса Ароматная со Шпиком [Ашан],316 кКал,4 г,12 г,28 г
Колбаса Вареная Испанская [Ашан],252 кКал,0 г,9 г,24 г
Колбаса Праздничная [Ашан],468 кКал,0 г,18 г,44 г
Колбаса Русская [Ашан],310 кКал,0 г,10 г,30 г
Колбаса Сырокопченая Фантазия [Ашан],440 кКал,0 г,20 г,40 г
Колбаса Телячья [Ашан],273 кКал,0 г,12 г,25 г
Колбаска Краинская-Домашняя [Ашан],350 кКал,0 г,10 г,35 г
Колбаски «Французские» Фильер [Ашан],280 кКал,0 г,10 г,27 г
Колбаски Гриль с Черникой [Ашан],230 кКал,0 г,12 г,20 г
Колбаски для Гриля с Сыром Фермерские [Ашан],310 кКал,0 г,11 г,29 г
Колбаски Домашние [Ашан],360 кКал,"0,9 г","9,2 г","35,5 г"
"Колбаски из Говядины ""Фермерской"" [Ашан]",180 кКал,0 г,12 г,15 г
Колбаски Крупнорубленные [Ашан],336 кКал,0 г,"16,5 г",30 г
Колбаски Мергез [Ашан],170 кКал,0 г,12 г,14 г
Колбаски Мюнхенские [Ашан],350 кКал,0 г,10 г,35 г
Колбаски Нюрнбергские [Ашан],260 кКал,0 г,10 г,25 г
Колбаски Острые с Перцем Халапеньо [Ашан],220 кКал,0 г,14 г,18 г
Колбаски с Клюквой и Брусникой [Ашан],310 кКал,0 г,9 г,30 г
Колбаски Силезские [Ашан],285 кКал,0 г,15 г,25 г
Колбаски Тюрингские [Ашан],285 кКал,0 г,15 г,25 г
Колбаски Украинские [Ашан],146 кКал,0 г,14 г,10 г
Колбаски Филейные [Ашан],230 кКал,"0,8 г","12,9 г","19,5 г"
Колбаски Французские [Ашан],285 кКал,0 г,15 г,25 г
Кольца Кальмаров [Ашан],200 кКал,3 г,45 г,"0,5 г"
Кольцо Песочное [Ашан],310 кКал,"30,6 г","7,1 г",19 г
Кольцо с Творожным Кремом [Ашан],372 кКал,"28,7 г","12,1 г","23,1 г"
Конгрио [Ашан],94 кКал,0 г,"19,1 г","1,9 г"
Конина Акбузат [Ашан],134 кКал,0 г,20 г,6 г
Конфеты Bonbons Toumou [Ашан],330 кКал,79 г,"3,6 г","0,5 г"
Конфеты Жевательные со Вкусом Банана Fraiza Banana [Ашан],350 кКал,84 г,2 г,"0,5 г"
Конфеты Неглазированные с Топинамбуром [Ашан],430 кКал,36 г,10 г,27 г
Конфеты с Лакрицей [Ашан],352 кКал,79 г,"3,7 г","2,3 г"
Конфитюр Вишневый [Ашан],215 кКал,"53,5 г","0,3 г",0 г
Конфитюр из Ежевики [Ашан],246 кКал,"59,2 г","0,5 г","0,5 г"
Конфитюр Клубника [Ашан],247 кКал,"60,2 г","0,5 г","0,5 г"
Конфитюр Персик-Манго [Ашан],179 кКал,"43,7 г","0,5 г",0 г
Конфитюр Трио Апельсин/Лимон [Ашан],199 кКал,"49,1 г","0,3 г",0 г
Конфитюр Черника [Ашан],251 кКал,"60,2 г","0,5 г","0,5 г"
Кордон Блю [Ашан],134 кКал,"3,1 г","19,8 г","4,7 г"
Корейка Свиная [Ашан],293 кКал,0 г,17 г,25 г
Корейка Свиная Б/К [Ашан],189 кКал,0 г,18 г,13 г
"Корейка Свиная Бескостная ""Фермерская"" [Ашан]",180 кКал,0 г,16 г,13 г
Корень Петрушки [Ашан],49 кКал,"10,1 г","1,5 г","0,6 г"
Корица Молотая [Ашан],267 кКал,56 г,4 г,3 г
Корнишоны Маринованные [Ашан],25 кКал,"4,5 г","0,5 г",0 г
Королевские Креветки в Рассоле [Ашан],53 кКал,0 г,"13,1 г","0,1 г"
Косичка Курица/Картошка [Ашан],226 кКал,"32,6 г","8,7 г","6,7 г"
Косичка Мясо/Картофель [Ашан],233 кКал,"31,6 г","9,3 г","7,7 г"
Косичка с Изюмом [Ашан],393 кКал,"58,5 г","7,9 г","15,1 г"
Котлета Киевская [Ашан],230 кКал,"4,5 г","22,1 г","13,7 г"
Котлета Куриная [Ашан],191 кКал,"5,9 г","15,7 г","9,5 г"
Котлета Куриная с Маслом [Ашан],260 кКал,1 г,19 г,20 г
Котлета Куриная со Сливками [Ашан],117 кКал,"6,9 г","1,4 г","9,4 г"
Котлета Натуральная из Индейки [Ашан],100 кКал,0 г,19 г,7 г
Котлета Натуральная из Телятины [Ашан],94 кКал,0 г,19 г,2 г
Котлета Натуральная Телячья [Ашан],81 кКал,0 г,18 г,1 г
Котлета Паровая Индейка [Ашан],194 кКал,"9,2 г","7,5 г","14,1 г"
Котлета Паровая Куриная [Ашан],200 кКал,0 г,10 г,18 г
Котлета по-Киевски [Ашан],243 кКал,"10,5 г","14,8 г","15,8 г"
Котлета Пожарская [Ашан],150 кКал,2 г,18 г,8 г
Котлета Рыбная [Ашан],130 кКал,"6,3 г","13,7 г","5,6 г"
Котлета Свиная Натуральная [Ашан],234 кКал,0 г,18 г,18 г
Котлеты Богатырские [Ашан],248 кКал,"11,7 г","10,3 г","17,8 г"
Котлеты из Индейки [Ашан],208 кКал,7 г,10 г,"15,5 г"
Котлеты из Минтая [Ашан],185 кКал,"12,7 г","13,7 г","8,8 г"
Котлеты из Птицы [Ашан],187 кКал,"12,7 г","13,9 г",9 г
Котлеты Индюшиные [Ашан],150 кКал,18 г,8 г,5 г
Котлеты Капустные [Ашан],223 кКал,"40,6 г","8,4 г",3 г
Котлеты Картофельные [Ашан],274 кКал,"35,7 г","3,5 г","14,1 г"
Котлеты Куриные [Ашан],352 кКал,"12,1 г","19,5 г",25 г
Котлеты Куриные Запеченые [Ашан],235 кКал,6 г,18 г,"15,4 г"
Котлеты Куриные Рубленые [Ашан],138 кКал,"9,4 г","16,8 г","3,7 г"
Котлеты Куриные с Сыром [Ашан],230 кКал,1 г,20 г,16 г
Котлеты Куриные со Сливками [Ашан],117 кКал,"6,9 г","1,4 г","9,4 г"
Котлеты Минские [Ашан],212 кКал,"6,6 г","13,4 г","14,6 г"
Котлеты Московские Говяжьи [Ашан],194 кКал,0 г,8 г,18 г
Котлеты Московские из Говядины Фермерской [Ашан],170 кКал,4 г,13 г,11 г
Котлеты Мясные [Ашан],158 кКал,6 г,11 г,10 г
Котлеты Охотничьи [Ашан],280 кКал,4 г,10 г,25 г
Котлеты Паровые [Ашан],194 кКал,"9,2 г","7,5 г","14,1 г"
Котлеты по-Сицилийски [Ашан],260 кКал,0 г,11 г,24 г
Котлеты Рыбные Домашние [Ашан],220 кКал,"5,9 г",9 г,"17,9 г"
Котлеты Рыбные из Минтая [Ашан],185 кКал,"12,7 г","13,7 г","8,8 г"
Котлеты Свекольные [Ашан],156 кКал,"19,4 г","3,9 г","7,6 г"
Котлеты Славянские [Ашан],250 кКал,3 г,10 г,22 г
Котлеты Филейные [Ашан],181 кКал,"0,8 г","18,8 г","11,4 г"
"Кофе Молотый Арабика ""Эфиопия"" [Ашан]",354 кКал,39 г,"14,4 г","15,6 г"
Крабовое Мясо [Ашан],120 кКал,"15,7 г",3 г,"4,8 г"
Крабовые Палочки [Ашан],81 кКал,"12,8 г","7,5 г",0 г
Крабовые Палочки Снежный Краб [Ашан],84 кКал,11 г,"9,7 г","0,1 г"
Красная Фасоль [Ашан],85 кКал,15 г,6 г,0 г
Красный Банан [Ашан],90 кКал,23 г,1 г,0 г
Креветки 90/120 [Ашан],80 кКал,1 г,17 г,1 г
Креветки Аргентинские [Ашан],64 кКал,0 г,"15,3 г","0,3 г"
Креветки в Панировке [Ашан],113 кКал,"1,7 г","20,9 г","3,5 г"
Креветки Королевские [Ашан],78 кКал,1 г,"16,7 г","0,8 г"
Креветки Королевские Неразделанные [Ашан],92 кКал,0 г,"20,3 г","1,2 г"
Креветки Королевские Очищенные с Хвостиком с Пряностями [Ашан],55 кКал,0 г,"12,7 г","0,5 г"
Креветки Очищенные [Ашан],55 кКал,0 г,"13,5 г","0,1 г"
Крекер Галета [Ашан],370 кКал,69 г,10 г,"5,5 г"
Кремчиз [Ашан],263 кКал,0 г,"6,8 г","26,2 г"
Крендель Сдобный [Ашан],350 кКал,59 г,"8,5 г",9 г
Крендельки с Солью [Ашан],322 кКал,"78,6 г",10 г,"5,1 г"
Крендельки с Тростниковым Сахаром [Ашан],455 кКал,"64,2 г","6,7 г","19,2 г"
Круассан [Ашан],448 кКал,"46,7 г","6,6 г","25,8 г"
Круассан без Начинки [Ашан],440 кКал,"49,9 г","6,4 г","23,8 г"
Круассан Зерновой [Ашан],294 кКал,"26,9 г","5,6 г","18,2 г"
Круассан Классический [Ашан],472 кКал,44 г,"7,1 г","29,4 г"
Круассан Клубничный [Ашан],498 кКал,"44,8 г","7,1 г","29,7 г"
Круассан с Вареной Сгущенкой [Ашан],396 кКал,"52,7 г","5,1 г","18,4 г"
Круассан с Вишней [Ашан],372 кКал,29 г,11 г,24 г
Круассан с Джемом [Ашан],399 кКал,"56,6 г","5,7 г",17 г
Круассан с Кремом [Ашан],430 кКал,"44,5 г","6,5 г","25,1 г"
Круассан с Кунжутом [Ашан],472 кКал,44 г,"7,1 г","29,4 г"
Круассан с Курицей [Ашан],237 кКал,"15,9 г","13,1 г","15,2 г"
Круассан с Маслом [Ашан],317 кКал,"35,9 г","7,3 г","15,6 г"
Круассан с Семгой [Ашан],238 кКал,"15,1 г","13,9 г","13,7 г"
Круассан с Сыром и Кунжутом [Ашан],360 кКал,40 г,5 г,"20,4 г"
Круассан с Шоколадной Начинкой [Ашан],457 кКал,"49,2 г","6,4 г","25,4 г"
Круассан со Сливочным Кремом [Ашан],393 кКал,"58,8 г","7,9 г","15,1 г"
Круассаны [Ашан],345 кКал,4 г,"7,9 г","14,3 г"
Круассаны с Джемом [Ашан],368 кКал,72 г,"6,8 г","21,2 г"
Круассаны с Сыром [Ашан],410 кКал,"34,6 г","11,3 г","25,2 г"
Круассаны с Шоколадом [Ашан],421 кКал,"40,8 г","8,6 г","24,4 г"
Круассаны со Сгущенкой [Ашан],302 кКал,"50,7 г","6,6 г","17,7 г"
Крупа Овсяная [Ашан],342 кКал,60 г,12 г,6 г
Крупа Овсяная Недробленая [Ашан],342 кКал,60 г,12 г,6 г
Крупа Перловая [Ашан],310 кКал,66 г,9 г,1 г
Крылья Куриные [Ашан],149 кКал,0 г,"16,5 г","12,6 г"
