Продукт,Калорийность,Углеводы,Белки,Жиры
Чернослив (слива сушеная),256 кКал,"57,5 г","2,3 г","0,7 г"
"Чернослив (слива сушеная), тушеный без добавления сахара",107 кКал,"24,98 г","0,96 г","0,16 г"
"Чернослив (слива сушеная), тушеный с добавлением сахара",124 кКал,"29,08 г","1,09 г","0,22 г"
Чернослив дегидрированный,339 кКал,"89,07 г","3,7 г","0,73 г"
"Чернослив дегидрированный, тушеный",113 кКал,"29,7 г","1,23 г","0,24 г"
Чернослив со взбитыми сливками по 2-116,281 кКал,38 г,"2,3 г","12,6 г"
"Чернослив, консервированный в насыщенном сахарном сиропе",105 кКал,24 г,"0,87 г","0,2 г"
Черносливовое пюре,257 кКал,"61,8 г","2,1 г","0,2 г"
Черносмородиновый джем,284 кКал,"72,9 г","0,6 г","0,1 г"
Шелковица,43 кКал,"8,1 г","1,44 г","0,39 г"
Шелковица,53 кКал,12 г,"0,7 г","0,39 г"
Шиповник,109 кКал,"22,4 г","1,6 г","0,7 г"
"Шиповник дикий, северо-американский",162 кКал,"14,12 г","1,6 г","0,34 г"
Шиповник сухой,284 кКал,"48,3 г","3,4 г","1,4 г"
"Ююба, сушеная",281 кКал,"66,52 г","4,72 г","0,5 г"
"Ююба, сырая",79 кКал,"20,23 г","1,2 г","0,2 г"
Яблоки в сиропе. Консервы,48 кКал,"11,5 г","0,2 г","0,1 г"
Яблоки дикие,76 кКал,"19,95 г","0,4 г","0,3 г"
Яблоко,52 кКал,"11,41 г","0,26 г","0,17 г"
Яблоко,47 кКал,"9,8 г","0,4 г","0,4 г"
Яблоко без кожуры,48 кКал,"11,46 г","0,27 г","0,13 г"
"Яблоко без кожуры, вареное",53 кКал,"11,24 г","0,26 г","0,36 г"
"Яблоко без кожуры, приготовленное в микроволновой печи",56 кКал,"11,61 г","0,28 г","0,42 г"
Яблоко Гала,57 кКал,"11,38 г","0,25 г","0,12 г"
Яблоко Голден,57 кКал,"11,2 г","0,28 г","0,15 г"
Яблоко Гренни Смит,58 кКал,"10,81 г","0,44 г","0,19 г"
Яблоко замороженное,48 кКал,"11,01 г","0,28 г","0,32 г"
"Яблоко замороженное, разогретое",47 кКал,"10,7 г","0,29 г","0,33 г"
"Яблоко ломтиками, консервированное, подслащенное, сухой продукт без маринада, разогретые",67 кКал,"14,84 г","0,18 г","0,43 г"
Яблоко Ред Делишес,59 кКал,"11,76 г","0,27 г","0,2 г"
Яблоко сушеное,253 кКал,59 г,"2,2 г","0,1 г"
"Яблоко сушеное (дегидрированное), сульфитированное",346 кКал,"81,13 г","1,32 г","0,58 г"
"Яблоко сушеное (дегидрированное), тушеное",74 кКал,"17,31 г","0,28 г","0,12 г"
"Яблоко сушеное, сульфитированное",243 кКал,"57,19 г","0,93 г","0,32 г"
"Яблоко сушеное, тушеное без сахара",57 кКал,"13,32 г","0,22 г","0,07 г"
"Яблоко сушеное, тушеное с сахаром",83 кКал,"18,83 г","0,2 г","0,07 г"
Яблоко Фуджи,63 кКал,"13,12 г","0,2 г","0,18 г"
Яблочное повидло,250 кКал,65 г,"0,4 г",0 г
Яблочное пюре,82 кКал,19 г,"0,6 г","0,2 г"
Яблочный компот. Консервы,93 кКал,"22,3 г","0,2 г","0,2 г"
"Яблочный соус, консервированный, неподслащенный, без добавления аскорбиновой кислоты",42 кКал,"10,17 г","0,17 г","0,1 г"
"Яблочный соус, консервированный, неподслащенный, с добавлением аскорбновой кислоты",42 кКал,"10,17 г","0,17 г","0,1 г"
"Яблочный соус, консервированный, подслащенный, без добавления соли",68 кКал,"16,29 г","0,16 г","0,17 г"
"Яблочный соус, консервированный, подслащенный, с солью",76 кКал,"18,71 г","0,18 г","0,18 г"
"Ягоды годжи, сушеные",349 кКал,"64,06 г","14,26 г","0,39 г"
