Продукт,Калорийность,Углеводы,Белки,Жиры
Пирожок с Вишней [Ростик'c - KFC],246 кКал,"32,1 г","2,5 г","11,9 г"
Пирожок с Творогом [Ростик'c - KFC],261 кКал,"26,6 г","5,3 г",17 г
Пирожок с Яблоком [Ростик'c - KFC],303 кКал,"32,9 г","2,9 г","17,7 г"
Пончик [Ростик'c - KFC],231 кКал,"29,3 г","2,9 г",11 г
Райзер [Ростик'c - KFC],220 кКал,"24,7 г","11,3 г","8,5 г"
Ризотто с Грибами [Ростик'c - KFC],207 кКал,"22,2 г",8 г,"9,6 г"
Рисбокс Терияки [Ростик'c - KFC],357 кКал,"51,8 г","16,8 г","9,2 г"
Рождественский Бургер [Ростик'c - KFC],258 кКал,"22,8 г","12,7 г","12,9 г"
Рожок [Ростик'c - KFC],151 кКал,"24,9 г","3,7 г","4,1 г"
Рожок в Глазури [Ростик'c - KFC],171 кКал,"25,3 г","3,4 г","6,3 г"
Сабле с Яблоком [Ростик'c - KFC],273 кКал,"35,4 г","3,2 г","13,2 г"
Сабле с Яблоком [Ростик'c - KFC],364 кКал,"47,2 г","4,2 г","17,6 г"
Салат Веджи [Ростик'c - KFC],54 кКал,"5,4 г",2 г,"2,6 г"
Салат Коул Слоу [Ростик'c - KFC],108 кКал,"9,9 г","1,4 г","6,9 г"
Салат Летний [Ростик'c - KFC],105 кКал,"6,4 г","6,5 г","5,9 г"
Салат Терияки [Ростик'c - KFC],112 кКал,"10,2 г","7,2 г","4,7 г"
Салат Цезарь [Ростик'c - KFC],124 кКал,"6,6 г","11,1 г","5,9 г"
Салат Цезарь Лайт без Соуса [Ростик'c - KFC],137 кКал,"7,3 г","10,6 г","7,3 г"
Салат Цезарь Лайт без Соуса [Ростик'c - KFC],137 кКал,"7,3 г","10,6 г","7,3 г"
САНДВИЧ ЗИНГЕР (порция 157 гр) [Ростик'c - KFC],"362,7 кКал","34,9 г","18,2 г","16,8 г"
САНДВИЧ КЛАССИК (порция 157 гр) [Ростик'c - KFC],"345,4 кКал","38,2 г","17,1 г","13,8 г"
Сандвич Чикен Барбекю [Ростик'c - KFC],320 кКал,"38,7 г","15,7 г","11,4 г"
Сандерс [Ростик'c - KFC],212 кКал,"28,8 г","10,5 г","6,1 г"
Сандерс Баскет [Ростик'c - KFC],791 кКал,"30,2 г","67,3 г","44,6 г"
Сандерс Пита [Ростик'c - KFC],276 кКал,"37,4 г","13,7 г","7,9 г"
Сахар [Ростик'c - KFC],400 кКал,100 г,0 г,0 г
"СИБИРСКАЯ КОРОНА 0,3л (порция 300 гр) [Ростик'c - KFC]",138 кКал,"14,1 г",0 г,0 г
"СИБИРСКАЯ КОРОНА 0,5л (порция 500 гр) [Ростик'c - KFC]",230 кКал,"23,5 г",0 г,0 г
Сладкий Снэк Яблоко [Ростик'c - KFC],203 кКал,"32,3 г","3,5 г","6,6 г"
Соус Бальзамик [Ростик'c - KFC],366 кКал,"1,4 г","0,1 г",40 г
Соус Барбекю [Ростик'c - KFC],120 кКал,29 г,"1,5 г","0,1 г"
Соус Деликатесный [Ростик'c - KFC],306 кКал,"3,4 г","0,9 г","32,1 г"
Соус Кисло-Сладкий Чили [Ростик'c - KFC],160 кКал,39 г,"0,2 г","0,2 г"
"Соус Майонезный ""Цезарь"" [Ростик'c - KFC]",236 кКал,"4,6 г","1,2 г","23,6 г"
Соус Сырный Особый [Ростик'c - KFC],300 кКал,"8,5 г",1 г,29 г
Соус Терияки [Ростик'c - KFC],170 кКал,39 г,"2,5 г",0 г
"Соус Фруктовый ""Клюквенный"" [Ростик'c - KFC]",148 кКал,"36,4 г","0,1 г",0 г
Соус Цезарь [Ростик'c - KFC],236 кКал,"3,9 г","1,3 г",24 г
Соус Чесночный [Ростик'c - KFC],340 кКал,"8,5 г","0,5 г",33 г
Стар Баскет [Ростик'c - KFC],810 кКал,"41,4 г","55,5 г","46,8 г"
Стрипсы Оригинальные (3) [Ростик'c - KFC],194 кКал,"11,9 г","20,4 г","7,2 г"
Стрипсы Оригинальные (3) [Ростик'c - KFC],194 кКал,"11,9 г","20,4 г","7,2 г"
Стрипсы Оригинальные [Ростик'c - KFC],219 кКал,"11,3 г","21,1 г",10 г
Стрипсы Острые [Ростик'c - KFC],240 кКал,"8,1 г","23,1 г","12,8 г"
Стрипсы с Соусом Терияки [Ростик'c - KFC],215 кКал,"19,6 г","15,3 г","8,4 г"
Сырники [Ростик'c - KFC],258 кКал,"25,5 г","13,7 г","11,3 г"
Сырные Подушечки (5) [Ростик'c - KFC],383 кКал,"29,7 г",8 г,"25,8 г"
Сырный Соус [Ростик'c - KFC],300 кКал,"8,5 г",1 г,29 г
Такос Сальса [Ростик'c - KFC],261 кКал,23 г,15 г,"12,1 г"
Такос Сырный [Ростик'c - KFC],266 кКал,19 г,"15,1 г","14,4 г"
Тауэр Русс [Ростик'c - KFC],554 кКал,"35,7 г","22,1 г","35,8 г"
Твистер [Ростик'c - KFC],250 кКал,"26,2 г","11,8 г","10,8 г"
Твистер Барбекю [Ростик'c - KFC],402 кКал,45 г,"18,7 г","16,5 г"
Твистер Веджи [Ростик'c - KFC],269 кКал,"22,2 г","4,6 г",18 г
Твистер Де Люкс Оригинальный [Ростик'c - KFC],244 кКал,"26,8 г","12,4 г","9,7 г"
Твистер Де Люкс Оригинальный [Ростик'c - KFC],503 кКал,"53,2 г","25,6 г",21 г
Твистер Де Люкс Острый [Ростик'c - KFC],252 кКал,"26,1 г","12,9 г","10,7 г"
Твистер Джуниор [Ростик'c - KFC],237 кКал,"22,6 г","12,5 г","10,7 г"
Твистер Жульен [Ростик'c - KFC],264 кКал,"23,6 г","11,1 г","13,9 г"
Твистер из Тостера Веджи [Ростик'c - KFC],509 кКал,"41,1 г","9,2 г",34 г
ТВИСТЕР ИЗ ТОСТЕРА оригинальный (порция 192 гр) [Ростик'c - KFC],"449,3 кКал","49,7 г","19,4 г",19 г
Твистер из Тостера Оригинальный [Ростик'c - KFC],423 кКал,"44,3 г","20,2 г","18,4 г"
ТВИСТЕР ИЗ ТОСТЕРА острый (порция 192 гр) [Ростик'c - KFC],"424,3 кКал","50,9 г","18,2 г","16,3 г"
Твистер из Тостера Острый [Ростик'c - KFC],207 кКал,"23,1 г","9,4 г","8,5 г"
Твистер Кентукки BBQ [Ростик'c - KFC],248 кКал,"25,5 г","11,7 г",11 г
Твистер Летний [Ростик'c - KFC],242 кКал,"22,2 г","10,7 г","12,2 г"
Твистер Оригинальный [Ростик'c - KFC],241 кКал,27 г,"11,3 г","9,7 г"
Твистер Острый [Ростик'c - KFC],252 кКал,"26,1 г","12,9 г","10,7 г"
Твистер Пепперони [Ростик'c - KFC],447 кКал,"48,7 г",20 г,"19,1 г"
Твистер по-Американски [Ростик'c - KFC],426 кКал,"44,7 г",19 г,"19,1 г"
Твистер Русс [Ростик'c - KFC],429 кКал,"43,1 г","20,1 г","19,7 г"
Твистер Сальса [Ростик'c - KFC],240 кКал,"24,1 г","11,4 г","10,9 г"
Твистер Терияки [Ростик'c - KFC],439 кКал,"54,8 г","18,9 г","16,2 г"
Твистер Утренний [Ростик'c - KFC],212 кКал,"18,8 г","10,6 г","10,4 г"
Твистер Чиз [Ростик'c - KFC],480 кКал,"46,8 г","21,4 г","22,9 г"
Твистер Чизз-Бекон [Ростик'c - KFC],485 кКал,"45,4 г","23,2 г","23,4 г"
Тёмный Боксмастер [Ростик'c - KFC],253 кКал,"22,3 г","9,2 г","14,1 г"
Тёмный Бургер [Ростик'c - KFC],628 кКал,"52,3 г","32,7 г","31,9 г"
Тёмный Твистер [Ростик'c - KFC],261 кКал,"23,7 г","11,2 г","13,5 г"
Тирамису [Ростик'c - KFC],354 кКал,"35,5 г","3,7 г","22,2 г"
Тост с Сыром [Ростик'c - KFC],288 кКал,"34,1 г","11,1 г",12 г
Тропический Десерт [Ростик'c - KFC],362 кКал,"48,3 г","3,6 г","17,2 г"
Фрешер [Ростик'c - KFC],331 кКал,"38,5 г","16,8 г","12,2 г"
Фрешер Летний [Ростик'c - KFC],231 кКал,"24,3 г","10,4 г","10,2 г"
"ХЕЙНЕКЕН 0,5л (порция 500 гр) [Ростик'c - KFC]",230 кКал,"14,5 г",0 г,0 г
Хот-Дог [Ростик'c - KFC],265 кКал,26 г,"13,1 г","12,1 г"
Цезарь Лайт [Ростик'c - KFC],139 кКал,"9,5 г","11,1 г","6,3 г"
Цитрусовый Раф [Ростик'c - KFC],147 кКал,"27,1 г","2,8 г","3,1 г"
Черри Берри [Ростик'c - KFC],188 кКал,"47,2 г",0 г,0 г
Чизбургер [Ростик'c - KFC],228 кКал,"24,7 г","12,4 г","8,9 г"
Чизбургер Де Люкс [Ростик'c - KFC],205 кКал,"21,8 г","13,9 г","6,9 г"
Чизбургер Де Люкс [Ростик'c - KFC],359 кКал,35 г,"25,3 г","13,1 г"
Чизбургер Де Люкс со Стрипсами [Ростик'c - KFC],212 кКал,"24,1 г","12,1 г","7,5 г"
Чизбургер Жульен [Ростик'c - KFC],242 кКал,"25,9 г",11 г,"10,5 г"
Чизбургер Кентукки BBQ [Ростик'c - KFC],217 кКал,"29,5 г",11 г,"6,1 г"
Чизбургер с Луком [Ростик'c - KFC],362 кКал,"38,6 г","23,1 г","12,8 г"
Чизкейк New-York Карамель [Ростик'c - KFC],289 кКал,"29,6 г","6,4 г","16,1 г"
Чизкейк с Изюмом [Ростик'c - KFC],284 кКал,"32,7 г","7,7 г","13,4 г"
Чизкейк с Клубничным Топпингом [Ростик'c - KFC],304 кКал,"38,1 г","7,8 г","13,5 г"
Чизкейк с Шоколадным Топпингом [Ростик'c - KFC],308 кКал,"38,6 г","7,9 г","13,6 г"
Чикен Наггетс [Ростик'c - KFC],262 кКал,"17,5 г","15,2 г","14,6 г"
Чикен Пепперони [Ростик'c - KFC],366 кКал,"37,9 г","17,4 г","16,1 г"
Чикен Пита [Ростик'c - KFC],218 кКал,"20,9 г","10,4 г","10,4 г"
Чикен Попкорн [Ростик'c - KFC],259 кКал,"15,9 г","22,3 г","11,8 г"
Чикен Чизбургер [Ростик'c - KFC],357 кКал,"39,6 г","17,1 г","14,5 г"
Шеф Лимонад [Ростик'c - KFC],87 кКал,"20,7 г",0 г,0 г
Шеф Такос [Ростик'c - KFC],263 кКал,"17,4 г","15,3 г","14,7 г"
Шефбургер [Ростик'c - KFC],410 кКал,"34,3 г","24,2 г","19,5 г"
Шефбургер Де Люкс [Ростик'c - KFC],492 кКал,"35,3 г","27,7 г","26,7 г"
Шефбургер Джуниор [Ростик'c - KFC],231 кКал,"21,9 г","12,3 г","10,5 г"
Шефбургер Джуниор Острый [Ростик'c - KFC],250 кКал,"26,5 г","13,6 г",10 г
Шефбургер Острый [Ростик'c - KFC],223 кКал,"19,9 г",14 г,"9,7 г"
Шоколадный Пирожок Клубника - Крем-Чиз [Ростик'c - KFC],271 кКал,"29,1 г","3,4 г","15,7 г"
Шоколадный Топпинг [Ростик'c - KFC],39 кКал,"9,1 г","0,2 г","0,2 г"
Шоколадный Фондан [Ростик'c - KFC],470 кКал,39 г,"5,5 г",32 г
Шоколадный Фондан с Мороженым [Ростик'c - KFC],334 кКал,"32,5 г","4,5 г","20,6 г"
Яблочная Тарталетка [Ростик'c - KFC],231 кКал,"21,9 г","12,3 г","10,5 г"
Яблочный Десерт [Ростик'c - KFC],207 кКал,"36,9 г","2,3 г","5,6 г"
Яблочный Десерт с Мороженым [Ростик'c - KFC],178 кКал,"31,1 г","2,7 г","4,7 г"
Ягодный Пунш [Ростик'c - KFC],22 кКал,"5,2 г","0,1 г","0,1 г"
Яичница с Байтсами [Ростик'c - KFC],223 кКал,"5,3 г","17,8 г","14,5 г"
